stratum,feature_family,feature_id,relative_day,n_success,n_control,success_mean,control_mean,success_median,control_median,median_difference,mean_difference,standardized_mean_difference,distribution_overlap,trimmed_mean_difference,outlier_dependence,market_direction_consistency,temporal_direction_consistency,classification,classification_reason,outcome_derived_feature_used
T5_GE_5,VOLATILITY_COMPRESSION,true_range_pct,0,6569,6569,0.04615228188680114,0.04555296114234697,0.036755386565272385,0.03622047244094484,0.0005349141243275457,0.0005993207444541723,0.020434483247331575,0.9767087836809255,0.0006627186872091712,1.1057829940672887,1.0,0.5,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_5,VOLATILITY_COMPRESSION,rolling_range_pct_5,-20,6569,6569,0.09599304258110619,0.08933638848134154,0.08171206225680934,0.07427055702917779,0.0074415052276315535,0.006656654099764653,0.11820030058453072,0.9391079311919623,0.007022668374562974,1.0549847219508164,1.0,1.0,PROMISING_DISCOVERY_SIGNAL,bounded_effect_requires_confirmatory_research,False
T5_GE_5,VOLATILITY_COMPRESSION,rolling_range_pct_5,-10,6569,6569,0.09787505840224175,0.09067773859825874,0.08144796380090501,0.07420494699646643,0.007243016804438576,0.007197319803983013,0.12063758164570458,0.9450449079007458,0.0076556868991058125,1.063685803549974,1.0,1.0,PROMISING_DISCOVERY_SIGNAL,bounded_effect_requires_confirmatory_research,False
T5_GE_5,VOLATILITY_COMPRESSION,rolling_range_pct_5,-5,6569,6569,0.09404296892393169,0.09240144311766454,0.07785888077858888,0.076103500761035,0.0017553800175538758,0.0016415258062671412,0.025934359445344345,0.9960420155274774,0.0014876616921269542,0.9062676239674375,1.0,0.5,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_5,VOLATILITY_COMPRESSION,rolling_range_pct_5,-3,6569,6569,0.09355542321039682,0.0968268284401476,0.07816711590296511,0.08064516129032258,-0.0024780453873574637,-0.003271405229750779,-0.056999616786896856,0.9546354087380119,-0.0032475645196122227,0.9927123946853956,0.0,0.5,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,VOLATILITY_COMPRESSION,rolling_range_pct_5,-1,6569,6569,0.09862535968635704,0.10032699334187788,0.08053691275167785,0.08226950354609926,-0.0017325907944214097,-0.00170163365552084,-0.02651569812247952,0.9654437509514384,-0.0009873030218780776,0.5802089178683303,0.0,0.5,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,VOLATILITY_COMPRESSION,rolling_range_pct_5,0,6569,6569,0.11384332943423583,0.10798784903457753,0.08709677419354825,0.08717948717948715,-8.271298593889864e-05,0.005855480399658303,0.07654620199621263,0.9468716699649867,0.0035249048744450395,0.6019838909631968,1.0,0.5,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_5,VOLATILITY_COMPRESSION,rolling_range_pct_20,-20,6569,6569,0.20283751539801909,0.1872939856976539,0.17592592592592593,0.16030534351145037,0.015620582414475559,0.015543529700365183,0.14307292279061604,0.9388034708479219,0.015734291039030485,1.0122727168373358,1.0,1.0,PROMISING_DISCOVERY_SIGNAL,bounded_effect_requires_confirmatory_research,False
T5_GE_5,VOLATILITY_COMPRESSION,rolling_range_pct_20,-10,6569,6569,0.20346030924760247,0.18709156934502946,0.17597292724196287,0.16039603960396043,0.01557688763800244,0.01636873990257301,0.15122407349814607,0.9328664941391382,0.016819118337643074,1.0275145452704804,1.0,1.0,PROMISING_DISCOVERY_SIGNAL,bounded_effect_requires_confirmatory_research,False
T5_GE_5,VOLATILITY_COMPRESSION,rolling_range_pct_20,-5,6569,6569,0.20594773783721407,0.1902712853775058,0.1746987951807229,0.16176470588235295,0.01293408929836995,0.01567645245970828,0.1305174368246401,0.9444359872126654,0.013143657214119614,0.8384331370826102,1.0,1.0,PROMISING_DISCOVERY_SIGNAL,bounded_effect_requires_confirmatory_research,False
T5_GE_5,VOLATILITY_COMPRESSION,rolling_range_pct_20,-3,6569,6569,0.20775306500637084,0.19482640378577046,0.17668269230769235,0.1674418604651162,0.009240831842576153,0.012926661220600377,0.10677888236132083,0.9596590044146748,0.009899196172257957,0.7657968289972861,1.0,1.0,PROMISING_DISCOVERY_SIGNAL,bounded_effect_requires_confirmatory_research,False
T5_GE_5,VOLATILITY_COMPRESSION,rolling_range_pct_20,-1,6569,6569,0.2186798435867203,0.20219248701273404,0.18375241779497098,0.1716867469879518,0.012065670807019174,0.016487356573986256,0.12386670467911907,0.9445882173846857,0.014358547420663476,0.8708823246607273,1.0,1.0,PROMISING_DISCOVERY_SIGNAL,bounded_effect_requires_confirmatory_research,False
T5_GE_5,VOLATILITY_COMPRESSION,rolling_range_pct_20,0,6569,6569,0.23955526362865792,0.21155261184136853,0.19230769230769232,0.1782178217821783,0.014089870525514026,0.02800265178728939,0.18535789546811285,0.9369767087836808,0.02155093730163493,0.7696034456071429,1.0,1.0,PROMISING_DISCOVERY_SIGNAL,bounded_effect_requires_confirmatory_research,False
T5_GE_5,VOLATILITY_COMPRESSION,range_compression_5_to_20,-20,6569,6569,0.4998779793397952,0.5060334183193593,0.47887323943661964,0.4782608695652174,0.0006123698714022296,-0.00615543897956411,-0.03128213849018858,0.9529608768457909,-0.004177731637823867,0.6787057189087282,0.0,1.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,VOLATILITY_COMPRESSION,range_compression_5_to_20,-10,6569,6569,0.502638773322319,0.5057023365918557,0.47513812154696117,0.4811320754716992,-0.00599395392473806,-0.0030635632695367176,-0.015376873539636713,0.9707718069721418,-0.0024611161701532103,0.8033508544203785,0.0,0.5,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,VOLATILITY_COMPRESSION,range_compression_5_to_20,-5,6569,6569,0.4864767538031872,0.5101978389597946,0.45977011494252856,0.4884488448844884,-0.028678729941959857,-0.023721085156607424,-0.12378456216717963,0.9445882173846857,-0.024602039359242767,1.037138022852633,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,VOLATILITY_COMPRESSION,range_compression_5_to_20,-3,6569,6569,0.486647111793385,0.5232236635354685,0.46000000000000085,0.5,-0.03999999999999915,-0.03657655174208346,-0.1850997286985971,0.9238849139899528,-0.037772747917214744,1.0327039077813065,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,VOLATILITY_COMPRESSION,range_compression_5_to_20,-1,6569,6569,0.48544125304178837,0.5225421227745598,0.45814977973568277,0.5031446540880503,-0.04499487435236754,-0.037100869732771435,-0.18865864206886568,0.9158167148728877,-0.03912180612819577,1.0544714021525816,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,VOLATILITY_COMPRESSION,range_compression_5_to_20,0,6569,6569,0.5005197015588679,0.5335032561794152,0.47999999999999976,0.5121951219512192,-0.03219512195121943,-0.03298355462054725,-0.1675048993409889,0.9293652001826761,-0.03483012437805305,1.0559845589339687,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,VOLATILITY_COMPRESSION,realized_vol_5,-20,6569,6569,0.02337359672780338,0.021520769620136472,0.019042685974606698,0.0176248190588496,0.0014178669157570989,0.001852827107666908,0.12455948907758106,0.9468716699649871,0.0019061524215223669,1.0287805125663378,1.0,1.0,PROMISING_DISCOVERY_SIGNAL,bounded_effect_requires_confirmatory_research,False
T5_GE_5,VOLATILITY_COMPRESSION,realized_vol_5,-10,6569,6569,0.023306257862971403,0.021420013356278845,0.019158060799068042,0.01734011419440447,0.0018179466046635735,0.0018862445066925582,0.12857013550530644,0.9442837570406454,0.0019476522220700822,1.0325555436528213,1.0,1.0,PROMISING_DISCOVERY_SIGNAL,bounded_effect_requires_confirmatory_research,False
T5_GE_5,VOLATILITY_COMPRESSION,realized_vol_5,-5,6569,6569,0.021417359955700828,0.021966450082203524,0.017808497824400454,0.017723948720902175,8.454910349827913e-05,-0.0005490901265026958,-0.037794193204713084,0.9557010199421524,-0.0005017077448629913,0.9137074601186225,0.0,0.5,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,VOLATILITY_COMPRESSION,realized_vol_5,-3,6569,6569,0.02129259653681393,0.02279852297286783,0.018157486159080204,0.018782995096023353,-0.0006255089369431484,-0.001505926436053899,-0.10680594674627295,0.9505251940934693,-0.0013167446688602258,0.8743751602572291,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,VOLATILITY_COMPRESSION,realized_vol_5,-1,6569,6569,0.022104103191933035,0.02357615484423287,0.018325075349389094,0.01912945904122418,-0.0008043836918350845,-0.0014720516522998342,-0.10044041897809237,0.9521997259856904,-0.0012999129810805955,0.8830620712593197,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,VOLATILITY_COMPRESSION,realized_vol_5,0,6569,6569,0.02283699215463204,0.024879383743914355,0.018494715835279448,0.019622319497945254,-0.0011276036626658055,-0.002042391589282315,-0.1282966762621385,0.9401735423961027,-0.0017468173884239088,0.8552803476035321,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,VOLATILITY_COMPRESSION,realized_vol_20,-20,6569,6569,0.02804453280117468,0.025880143412733928,0.025126082007533707,0.02252590862789098,0.0026001733796427277,0.002164389388440751,0.15731060188638726,0.9278428984624753,0.0023417814368790063,1.081959396671248,1.0,1.0,PROMISING_DISCOVERY_SIGNAL,bounded_effect_requires_confirmatory_research,False
T5_GE_5,VOLATILITY_COMPRESSION,realized_vol_20,-10,6569,6569,0.027718000221803873,0.025622551646708867,0.025199190035893722,0.02270099758715543,0.002498192448738293,0.002095448575095006,0.1586871498001065,0.9325620337950982,0.0021609884362070522,1.0312772462617341,1.0,1.0,PROMISING_DISCOVERY_SIGNAL,bounded_effect_requires_confirmatory_research,False
T5_GE_5,VOLATILITY_COMPRESSION,realized_vol_20,-5,6569,6569,0.027014797656700593,0.0257749211315094,0.02396965858767364,0.02280183615570178,0.00116782243197186,0.0012398765251911935,0.09456451658768042,0.9617902268229561,0.001243139141888075,1.002631404523429,1.0,1.0,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_5,VOLATILITY_COMPRESSION,realized_vol_20,-3,6569,6569,0.026828453541139757,0.026133343052167784,0.023984056765145846,0.023504336884877138,0.0004797198802687086,0.0006951104889719728,0.05389438663295627,0.9716851880042624,0.000698641612952626,1.0050799463346836,1.0,1.0,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_5,VOLATILITY_COMPRESSION,realized_vol_20,-1,6569,6569,0.027106562900483137,0.026527798110934364,0.02471574619537928,0.02391785190801856,0.0007978942873607189,0.0005787647895487726,0.04506482932223584,0.9715329578322424,0.0006616030909702454,1.1431294766325657,1.0,1.0,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_5,VOLATILITY_COMPRESSION,realized_vol_20,0,6569,6569,0.027437186951729732,0.02711761777476379,0.024869600050549376,0.024592355046287023,0.00027724500426235324,0.0003195691769659406,0.02450142540066859,0.948698432029228,0.00045594549121427685,1.426750525639308,1.0,0.5,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_5,VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,-20,6569,6569,0.8455579240982158,0.8476780387048182,0.8145233703194181,0.8212628636171013,-0.006739493297683197,-0.00212011460660233,-0.00595638646628423,0.9716851880042624,-0.00262981659245598,1.2404124683950422,0.5,0.5,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_5,VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,-10,6569,6569,0.84688173891851,0.8428474186792344,0.822495969254157,0.8116972799650668,0.010798689289090224,0.004034320239275635,0.011497854971314541,0.9686405845638605,0.005499715843456654,1.3632323457902122,1.0,0.5,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_5,VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,-5,6569,6569,0.8100046943114443,0.856351932487133,0.7850220444631297,0.8214745482546618,-0.03645250379153209,-0.046347238175688754,-0.13400635452022827,0.9392601613639825,-0.045679770330594116,0.9855985411134001,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,-3,6568,6569,0.8211443574744801,0.8786460703464654,0.7788746597237621,0.8389120243104112,-0.0600373645866491,-0.057501712871985244,-0.15994659902147226,0.9295800097494062,-0.06043891880852115,1.0510803207388784,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,-1,6568,6569,0.8341751601150174,0.89490818603622,0.7891155025587675,0.8556143027662806,-0.06649880020751309,-0.060733025921202666,-0.1624309767677659,0.9280538837328618,-0.06770935577390691,1.114868800737108,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,0,6568,6569,0.842716022129241,0.9099900981162148,0.7980587769075622,0.8649029217069247,-0.06684414479936251,-0.06727407598697377,-0.17889023340384674,0.9298843310281247,-0.06710085247454867,0.9974251075189997,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,RELATIVE_STRENGTH,benchmark_relative_return_5D,-20,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,RELATIVE_STRENGTH,benchmark_relative_return_5D,-10,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,RELATIVE_STRENGTH,benchmark_relative_return_5D,-5,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,RELATIVE_STRENGTH,benchmark_relative_return_5D,-3,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,RELATIVE_STRENGTH,benchmark_relative_return_5D,-1,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,RELATIVE_STRENGTH,benchmark_relative_return_5D,0,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,RELATIVE_STRENGTH,benchmark_relative_return_20D,-20,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,RELATIVE_STRENGTH,benchmark_relative_return_20D,-10,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,RELATIVE_STRENGTH,benchmark_relative_return_20D,-5,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,RELATIVE_STRENGTH,benchmark_relative_return_20D,-3,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,RELATIVE_STRENGTH,benchmark_relative_return_20D,-1,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,RELATIVE_STRENGTH,benchmark_relative_return_20D,0,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,A_STATE_CONTEXT,a1_preceded_20,-20,6569,6569,0.3962551377683057,0.40325772568123003,0.0,0.0,0.0,-0.007002587912924352,-0.01429579054790425,0.9929974120870757,-0.008750237778200443,1.2495719992391006,0.0,0.5,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a1_preceded_20,-10,6569,6569,0.39960420155274773,0.41223930583041557,0.0,0.0,0.0,-0.012635104277667841,-0.025731895823518945,0.9873648957223322,-0.015788472512840046,1.2495719992391108,0.0,0.5,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a1_preceded_20,-5,6569,6569,0.375856294717613,0.4067590196376922,0.0,0.0,0.0,-0.030902724920079172,-0.06335143392037985,0.9690972750799207,-0.03861517976031953,1.2495719992391079,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a1_preceded_20,-3,6569,6569,0.3603288171715634,0.40234434464910945,0.0,0.0,0.0,-0.042015527477546055,-0.08658346424726616,0.9579844725224539,-0.05250142666920299,1.24957199923911,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a1_preceded_20,-1,6569,6569,0.33779875171258944,0.3997564317247678,0.0,0.0,0.0,-0.061957680012178384,-0.12868228626671843,0.9380423199878216,-0.0774205820810348,1.2495719992391103,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a1_preceded_20,0,6569,6569,0.3256203379509819,0.3957984472522454,0.0,0.0,0.0,-0.0701781093012635,-0.14653329159200285,0.9298218906987364,-0.08769260034240062,1.24957199923911,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a2_preceded_20,-20,6569,6569,0.33140508448774547,0.32409803623078093,0.0,0.0,0.0,0.007307048256964543,0.015567463132869386,0.9926929517430355,0.009130682898991827,1.2495719992391083,0.5,0.5,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_5,A_STATE_CONTEXT,a2_preceded_20,-10,6569,6569,0.32364134571472064,0.32348911554270054,0.0,0.0,0.0,0.0001522301720200958,0.00032539199067877856,0.9998477698279798,0.00019022256039563645,1.249571999238924,0.5,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a2_preceded_20,-5,6569,6569,0.2855838027096971,0.3138986147054346,0.0,0.0,0.0,-0.028314811995737543,-0.0618327590134676,0.9716851880042625,-0.03538139623359332,1.2495719992391108,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a2_preceded_20,-3,6569,6569,0.26168366570254226,0.3047648043842289,0.0,0.0,0.0,-0.04308113868168667,-0.09572540031726891,0.9569188613183133,-0.05383298459197261,1.249571999239111,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a2_preceded_20,-1,6569,6569,0.23610899680316638,0.30248135180392755,0.0,0.0,0.0,-0.06637235500076116,-0.15004471714129947,0.9336276449992389,-0.08293703633250904,1.2495719992391097,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a2_preceded_20,0,6569,6569,0.2219515908052976,0.2947176130309027,0.0,0.0,0.0,-0.0727660222256051,-0.16681641474104822,0.9272339777743949,-0.09092638386912688,1.2495719992391099,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a1_to_a2_preceded_20,-20,6569,6569,0.17597807885522912,0.16943218145836506,0.0,0.0,0.0,0.006545897396864064,0.017318197575764083,0.9934541026031359,0.008179570097013505,1.2495719992391086,0.5,0.5,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_5,A_STATE_CONTEXT,a1_to_a2_preceded_20,-10,6569,6569,0.17384685644694778,0.17460800730704826,0.0,0.0,0.0,-0.000761150860100479,-0.002006700078529689,0.9992388491398995,-0.000951112801978321,1.2495719992391066,0.5,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a1_to_a2_preceded_20,-5,6569,6569,0.14751103668747145,0.16882326077028467,0.0,0.0,0.0,-0.02131222408281322,-0.05843095196128691,0.9786877759171868,-0.02663115845539281,1.2495719992391094,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a1_to_a2_preceded_20,-3,6569,6569,0.13167909879738163,0.1630385142335211,0.0,0.0,0.0,-0.03135941543613946,-0.088556832175241,0.9686405845638605,-0.03918584744150657,1.2495719992391094,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a1_to_a2_preceded_20,-1,6569,6569,0.1140203988430507,0.16334297457756128,0.0,0.0,0.0,-0.049322575734510585,-0.14307468127062453,0.9506774242654894,-0.06163210956819478,1.2495719992391094,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a1_to_a2_preceded_20,0,6569,6569,0.10732227127416653,0.15908052976099862,0.0,0.0,0.0,-0.05175825848683209,-0.15276695036785082,0.9482417415131679,-0.06467567053452539,1.2495719992391097,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a2_without_prior_a1_20,-20,6569,6569,0.10914903333840767,0.10108083422134267,0.0,0.0,0.0,0.008068199117064995,0.02630863634758314,0.991931800882935,0.010081795700970135,1.249571999239111,1.0,0.5,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_5,A_STATE_CONTEXT,a2_without_prior_a1_20,-10,6569,6569,0.10762673161820673,0.10062414370528239,0.0,0.0,0.0,0.007002587912924338,0.022928998508172583,0.9929974120870757,0.008750237778200495,1.2495719992391103,1.0,0.5,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_5,A_STATE_CONTEXT,a2_without_prior_a1_20,-5,6569,6569,0.09423047648043842,0.09636169888871975,0.0,0.0,0.0,-0.0021312224082813275,-0.007258399433791547,0.9978687775917188,0.0,0.0,0.5,1.0,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_5,A_STATE_CONTEXT,a2_without_prior_a1_20,-3,6569,6569,0.08722788856751408,0.0924037144161973,0.0,0.0,0.0,-0.005175825848683216,-0.018103244836950808,0.9948241741513167,0.0,0.0,0.5,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a2_without_prior_a1_20,-1,6569,6569,0.08250875323489115,0.0920992540721571,0.0,0.0,0.0,-0.009590500837265953,-0.033980033876240885,0.990409499162734,0.0,0.0,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a2_without_prior_a1_20,0,6569,6569,0.07839853859034861,0.08981580149185568,0.0,0.0,0.0,-0.011417262901507075,-0.04114480838677762,0.988582737098493,0.0,0.0,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_5,A_STATE_CONTEXT,a_state_bucket,-20,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,A_STATE_CONTEXT,a_state_bucket,-10,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,A_STATE_CONTEXT,a_state_bucket,-5,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,A_STATE_CONTEXT,a_state_bucket,-3,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,A_STATE_CONTEXT,a_state_bucket,-1,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_5,A_STATE_CONTEXT,a_state_bucket,0,0,0,,,,,,,,,,,,,NO_CLEAR_SIGNAL,sample_below_discovery_floor,False
T5_GE_10,TREND_STRUCTURE,close_vs_ma5,-20,4815,4815,0.0013505345487353426,0.000612873288317341,-0.0022327658386827,-0.002347417840375587,0.00011465200169288696,0.0007376612604180015,0.019275264656270902,0.956386292834891,0.0009253552931914464,1.2544447469927953,1.0,0.5,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_10,TREND_STRUCTURE,close_vs_ma5,-10,4815,4815,0.003656563032178695,0.004118101895442218,-0.0006056935190794405,-0.00019896538002383627,-0.00040672813905560424,-0.0004615388632635228,-0.011687060542007542,0.9532710280373833,-0.0002301177378270945,0.49858799798556774,0.5,0.5,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_10,TREND_STRUCTURE,close_vs_ma5,-5,4815,4815,-0.011550521560790852,-0.00134212145790538,-0.0073131094257855665,-0.003587736464448775,-0.0037253729613367917,-0.010208400102885472,-0.28513811664460753,0.9320872274143303,-0.005972806964497458,0.5850874676051544,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_10,TREND_STRUCTURE,close_vs_ma5,-3,4815,4815,-0.009943888872007613,-0.004060128884912561,-0.007328447701532274,-0.004769475357710606,-0.002558972343821668,-0.005883759987095052,-0.1676803821533475,0.9148494288681205,-0.0036257032187771545,0.6162221482061588,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_10,TREND_STRUCTURE,close_vs_ma5,-1,4815,4815,-0.0238849261348386,-0.014489785900552115,-0.013545347467608907,-0.009372979961215342,-0.004172367506393566,-0.009395140234286484,-0.20532614804532856,0.9096573208722742,-0.006795837483432099,0.7233353961691249,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_10,TREND_STRUCTURE,close_vs_ma5,0,4815,4815,-0.03837172156570527,-0.019129195731104408,-0.021942110177404404,-0.012629161882893225,-0.009312948294511179,-0.019242525834600864,-0.38183757783768996,0.8899273104880582,-0.014694541299993414,0.7636492956434279,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_10,TREND_STRUCTURE,close_vs_ma10,-20,4815,4815,0.005672102711193452,0.004012745715101891,-0.0019317450096587982,-0.0026809651474531846,0.0007492201377943865,0.0016593569960915615,0.027672876690564046,0.9578400830737279,0.00188690461970737,1.137129999241738,1.0,0.5,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_10,TREND_STRUCTURE,close_vs_ma10,-10,4815,4815,0.008171970723452134,0.008155720301498791,0.0015608740894901738,0.001058201058200998,0.0005026730312891758,1.6250421953342697e-05,0.00026187081327285795,0.959293873312565,0.0004748777037363338,29.222484505311684,0.5,0.5,NO_CLEAR_SIGNAL,effect_below_predeclared_discovery_floor,False
T5_GE_10,TREND_STRUCTURE,close_vs_ma10,-5,4815,4815,-0.016821233934751517,-0.0002190496171294169,-0.012062033314187162,-0.005536858104440367,-0.006525175209746795,-0.0166021843176221,-0.3106723198589956,0.9217030114226376,-0.01019524503730028,0.6140905824349097,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
T5_GE_10,TREND_STRUCTURE,close_vs_ma10,-3,4815,4815,-0.020667853713301838,-0.0056164141223619445,-0.016278662699107292,-0.007230255839821969,-0.009048406859285324,-0.015051439590939894,-0.2816199588230951,0.8947040498442369,-0.010419635748599089,0.6922683830768662,0.0,0.0,REGIME_CONFOUNDED,market_or_temporal_direction_is_not_consistent,False
