feature_family,feature_id,relative_day,horizon,t3_median,t5_median,t10_median,monotonicity,all_outcome_derived_values_evaluation_only
MOMENTUM,macd_hist_change_5,0,10,-0.19638178531352646,-0.1954057362457965,-0.20731212782013125,MIXED,True
VOLUME_PARTICIPATION,VOLUME_MA5,-20,5,1172905.0,1296000.0,1708555.6,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA5,-20,10,1242084.9,1300635.8,1538850.4,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA5,-10,5,1150400.0,1344393.6,1769080.2,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA5,-10,10,1181424.3,1284800.0,1557898.0,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA5,-5,5,1015622.6,1150600.0,1576895.4,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA5,-5,10,1113741.4,1230666.0,1560292.8,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA5,-3,5,924511.2,1065367.8,1501400.0,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA5,-3,10,1048800.0,1182600.0,1448234.4,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA5,-1,5,860317.6,988621.2,1375200.0,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA5,-1,10,997557.5,1082600.0,1352649.0,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA5,0,5,856733.8,975084.4,1353956.0,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA5,0,10,985885.3,1061834.2,1315584.2,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA20,-20,5,1317262.6,1479814.45,1917417.1,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA20,-20,10,1424233.8,1491968.75,1768818.8,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA20,-10,5,1330656.5,1510581.6,1965362.8,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA20,-10,10,1400800.0,1478500.8,1808323.3,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA20,-5,5,1259001.85,1458850.0,1950322.55,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA20,-5,10,1352904.85,1456038.0,1805301.75,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA20,-3,5,1215497.45,1422716.55,1915250.0,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA20,-3,10,1318612.2,1421136.55,1777200.0,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA20,-1,5,1155236.9,1381149.05,1854608.1,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA20,-1,10,1285536.9,1386538.2,1731861.25,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA20,0,5,1142039.0,1367848.3,1840711.5,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_MA20,0,10,1259519.425,1371350.0,1725930.85,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_RATIO_20,-20,5,0.7653500882835113,0.760578468130691,0.7647537363678696,MIXED,True
VOLUME_PARTICIPATION,VOLUME_RATIO_20,-20,10,0.7807888543125502,0.7835820895522388,0.7752822318064878,MIXED,True
VOLUME_PARTICIPATION,VOLUME_RATIO_20,-10,5,0.7661981052471165,0.7834602829162133,0.7839513029569235,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_RATIO_20,-10,10,0.752575041084383,0.7600950118764845,0.7860624148337638,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_RATIO_20,-5,5,0.684303375328081,0.7000087902334882,0.7527361238787956,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_RATIO_20,-5,10,0.7341938555741986,0.7460035523978685,0.7711083686885308,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_RATIO_20,-3,5,0.656506928274612,0.6586481189716789,0.6725209854136508,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_RATIO_20,-3,10,0.6806814894338132,0.6949544881971998,0.6942793809449179,MIXED,True
VOLUME_PARTICIPATION,VOLUME_RATIO_20,-1,5,0.6214879748258035,0.6347175123168469,0.6888614177927448,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_RATIO_20,-1,10,0.6850589495541358,0.6880260715988173,0.7129996398991718,NONDECREASING,True
VOLUME_PARTICIPATION,VOLUME_RATIO_20,0,5,0.7406143344709898,0.73049827012053,0.7420322030784232,MIXED,True
VOLUME_PARTICIPATION,VOLUME_RATIO_20,0,10,0.7779661277170948,0.7527393997141496,0.7458009526197041,NONINCREASING,True
VOLUME_PARTICIPATION,volume_ratio_5_to_20,-20,5,0.8995699971754352,0.8930275269147236,0.9014442518775274,MIXED,True
VOLUME_PARTICIPATION,volume_ratio_5_to_20,-20,10,0.9023559672795619,0.8939510337686629,0.9086956403837565,MIXED,True
VOLUME_PARTICIPATION,volume_ratio_5_to_20,-10,5,0.8858302483056965,0.8982636354328495,0.9175973437971627,NONDECREASING,True
VOLUME_PARTICIPATION,volume_ratio_5_to_20,-10,10,0.8800993121263101,0.8791850343963535,0.8975869582761682,MIXED,True
VOLUME_PARTICIPATION,volume_ratio_5_to_20,-5,5,0.8277315351385524,0.8339688421314946,0.8702497727350741,NONDECREASING,True
VOLUME_PARTICIPATION,volume_ratio_5_to_20,-5,10,0.8614955940043858,0.8699020760192224,0.8945708786663313,NONDECREASING,True
VOLUME_PARTICIPATION,volume_ratio_5_to_20,-3,5,0.7978208232445521,0.80471578882433,0.8382663844259997,NONDECREASING,True
VOLUME_PARTICIPATION,volume_ratio_5_to_20,-3,10,0.8466978295739843,0.8584766632178455,0.8740815921276174,NONDECREASING,True
VOLUME_PARTICIPATION,volume_ratio_5_to_20,-1,5,0.7663157894736842,0.7746711821690163,0.8114801561651871,NONDECREASING,True
VOLUME_PARTICIPATION,volume_ratio_5_to_20,-1,10,0.8185213941539526,0.8235707332293154,0.8401481624013855,NONDECREASING,True
VOLUME_PARTICIPATION,volume_ratio_5_to_20,0,5,0.782608695652174,0.7807486631016043,0.8085796764881384,MIXED,True
VOLUME_PARTICIPATION,volume_ratio_5_to_20,0,10,0.8257497449384739,0.8272827282728272,0.8333868439034356,NONDECREASING,True
VOLUME_PARTICIPATION,volume_expansion_state,-20,5,0.0,0.0,0.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_expansion_state,-20,10,0.0,0.0,0.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_expansion_state,-10,5,0.0,0.0,0.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_expansion_state,-10,10,0.0,0.0,0.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_expansion_state,-5,5,0.0,0.0,0.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_expansion_state,-5,10,0.0,0.0,0.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_expansion_state,-3,5,0.0,0.0,0.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_expansion_state,-3,10,0.0,0.0,0.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_expansion_state,-1,5,0.0,0.0,0.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_expansion_state,-1,10,0.0,0.0,0.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_expansion_state,0,5,0.0,0.0,0.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_expansion_state,0,10,0.0,0.0,0.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_contraction_state,-20,5,1.0,1.0,1.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_contraction_state,-20,10,1.0,1.0,1.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_contraction_state,-10,5,1.0,1.0,1.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_contraction_state,-10,10,1.0,1.0,1.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_contraction_state,-5,5,1.0,1.0,1.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_contraction_state,-5,10,1.0,1.0,1.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_contraction_state,-3,5,1.0,1.0,1.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_contraction_state,-3,10,1.0,1.0,1.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_contraction_state,-1,5,1.0,1.0,1.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_contraction_state,-1,10,1.0,1.0,1.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_contraction_state,0,5,1.0,1.0,1.0,NONDECREASING,True
VOLUME_PARTICIPATION,volume_contraction_state,0,10,1.0,1.0,1.0,NONDECREASING,True
VOLATILITY_COMPRESSION,true_range_pct,-20,5,0.030797101449275412,0.03287380699893949,0.03807106598984772,NONDECREASING,True
VOLATILITY_COMPRESSION,true_range_pct,-20,10,0.03206412825651297,0.032967032967033044,0.03585657370517922,NONDECREASING,True
VOLATILITY_COMPRESSION,true_range_pct,-10,5,0.03047895500725681,0.03257328990228013,0.038461538461538464,NONDECREASING,True
VOLATILITY_COMPRESSION,true_range_pct,-10,10,0.032000000000000015,0.03294573643410858,0.03691275167785235,NONDECREASING,True
VOLATILITY_COMPRESSION,true_range_pct,-5,5,0.029850746268656716,0.03172737955346654,0.04059040590405896,NONDECREASING,True
VOLATILITY_COMPRESSION,true_range_pct,-5,10,0.03149606299212601,0.0330296127562643,0.0390625,NONDECREASING,True
VOLATILITY_COMPRESSION,true_range_pct,-3,5,0.02903225806451613,0.03103448275862064,0.03795066413662239,NONDECREASING,True
VOLATILITY_COMPRESSION,true_range_pct,-3,10,0.029481243766958085,0.03116147308781854,0.03529411764705882,NONDECREASING,True
VOLATILITY_COMPRESSION,true_range_pct,-1,5,0.030139935414424078,0.03286384976525822,0.04280155642023338,NONDECREASING,True
VOLATILITY_COMPRESSION,true_range_pct,-1,10,0.032374100719424516,0.03399122807017538,0.03986710963455149,NONDECREASING,True
VOLATILITY_COMPRESSION,true_range_pct,0,5,0.03466204506065858,0.036755386565272385,0.04391891891891894,NONDECREASING,True
VOLATILITY_COMPRESSION,true_range_pct,0,10,0.03791288566243191,0.038834951456310655,0.04331683168316832,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_5,-20,5,0.0755813953488372,0.08171206225680934,0.09463722397476353,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_5,-20,10,0.0788486173382717,0.08137254901960785,0.08964143426294821,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_5,-10,5,0.07613469985358716,0.08144796380090501,0.09716599190283401,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_5,-10,10,0.07778678191968302,0.08137254901960782,0.0927021696252466,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_5,-5,5,0.07236842105263155,0.07785888077858888,0.09663250366032214,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_5,-5,10,0.0772661012456931,0.08055555555555571,0.09764309764309768,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_5,-3,5,0.07357859531772569,0.07816711590296511,0.09541984732824428,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_5,-3,10,0.0768836696090794,0.08064516129032258,0.09362808842652796,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_5,-1,5,0.07522123893805306,0.08053691275167785,0.10000000000000006,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_5,-1,10,0.07976072665582812,0.08391608391608395,0.09691629955947137,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_5,0,5,0.08288288288288291,0.08709677419354825,0.10519645120405573,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_5,0,10,0.09219431393273003,0.09378407851690294,0.10371517027863777,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_20,-20,5,0.16602809706257982,0.17592592592592593,0.19999999999999987,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_20,-20,10,0.17045454545454547,0.17553191489361702,0.1907600596125186,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_20,-10,5,0.16547788873038516,0.17597292724196287,0.2039691289966924,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_20,-10,10,0.16864228213301635,0.17527173913043487,0.19279279279279285,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_20,-5,5,0.16203703703703703,0.1746987951807229,0.21017402945113792,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_20,-5,10,0.16966803903134828,0.17625899280575538,0.20400000000000007,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_20,-3,5,0.16591422121896165,0.17668269230769235,0.21043165467625904,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_20,-3,10,0.1700639537252026,0.1762114537444934,0.20000000000000004,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_20,-1,5,0.17391304347826086,0.18375241779497098,0.2218844984802432,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_20,-1,10,0.1770296826232709,0.1848341232227488,0.2166890982503366,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_20,0,5,0.18372093023255812,0.19230769230769232,0.22871452420701174,NONDECREASING,True
VOLATILITY_COMPRESSION,rolling_range_pct_20,0,10,0.18736842105263155,0.19486404833836865,0.22348484848484845,NONDECREASING,True
VOLATILITY_COMPRESSION,range_compression_5_to_20,-20,5,0.47311827956989205,0.47887323943661964,0.48858447488584456,NONDECREASING,True
VOLATILITY_COMPRESSION,range_compression_5_to_20,-20,10,0.47592709650231757,0.4736842105263158,0.4867256637168143,MIXED,True
VOLATILITY_COMPRESSION,range_compression_5_to_20,-10,5,0.4722222222222228,0.47513812154696117,0.4806201550387597,NONDECREASING,True
VOLATILITY_COMPRESSION,range_compression_5_to_20,-10,10,0.47826086956521774,0.4807692307692305,0.48387096774193555,NONDECREASING,True
VOLATILITY_COMPRESSION,range_compression_5_to_20,-5,5,0.4541062801932366,0.45977011494252856,0.47272727272727266,NONDECREASING,True
VOLATILITY_COMPRESSION,range_compression_5_to_20,-5,10,0.4640577507598784,0.46808510638297945,0.4857142857142857,NONDECREASING,True
VOLATILITY_COMPRESSION,range_compression_5_to_20,-3,5,0.45833333333333337,0.46000000000000085,0.46987951807229006,NONDECREASING,True
VOLATILITY_COMPRESSION,range_compression_5_to_20,-3,10,0.4608695652173912,0.4636871508379885,0.46808510638297873,NONDECREASING,True
VOLATILITY_COMPRESSION,range_compression_5_to_20,-1,5,0.4549763033175354,0.45814977973568277,0.47777777777777775,NONDECREASING,True
VOLATILITY_COMPRESSION,range_compression_5_to_20,-1,10,0.4736842105263158,0.47619047619047666,0.47524752475247595,MIXED,True
VOLATILITY_COMPRESSION,range_compression_5_to_20,0,5,0.47791164658634494,0.47999999999999976,0.4897959183673472,NONDECREASING,True
VOLATILITY_COMPRESSION,range_compression_5_to_20,0,10,0.5161290322580645,0.5142857142857145,0.5074626865671643,NONINCREASING,True
VOLATILITY_COMPRESSION,realized_vol_5,-20,5,0.017992847485000803,0.019042685974606698,0.022599550492722196,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_5,-20,10,0.018324966204395103,0.018697435798822774,0.020732773661217938,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_5,-10,5,0.01752784319406788,0.019158060799068042,0.022679391177127497,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_5,-10,10,0.017935316814990318,0.018904090188777554,0.021630507117590455,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_5,-5,5,0.016244001829376874,0.017808497824400454,0.02246146177812314,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_5,-5,10,0.017936493445815167,0.018938466841497276,0.022670671475805763,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_5,-3,5,0.016758716412436224,0.018157486159080204,0.02288842048831734,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_5,-3,10,0.0178286735206832,0.018906855954096143,0.02219756439546667,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_5,-1,5,0.016618165683511068,0.018325075349389094,0.02376944270193324,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_5,-1,10,0.01796164483678435,0.01875115085280034,0.022283507036533676,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_5,0,5,0.01675689511326858,0.018494715835279448,0.02347065340896625,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_5,0,10,0.01865139334400917,0.019593758728008788,0.022567165079470708,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_20,-20,5,0.023583143329074848,0.025126082007533707,0.028790867795656847,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_20,-20,10,0.023986850902013634,0.024880670904984425,0.02725437852629283,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_20,-10,5,0.023159792869385378,0.025199190035893722,0.029480480823602682,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_20,-10,10,0.0237042158288896,0.024717189805262236,0.027761294663877778,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_20,-5,5,0.022127127413152696,0.02396965858767364,0.028972668923966174,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_20,-5,10,0.023339153327266417,0.024493706776663033,0.028025064239794523,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_20,-3,5,0.022156810378391355,0.023984056765145846,0.028914794520058712,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_20,-3,10,0.023397059011668428,0.024579099299345607,0.028013664696497208,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_20,-1,5,0.02261282265762153,0.02471574619537928,0.03069460213466005,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_20,-1,10,0.024267770807723098,0.0255779112364391,0.029723200947790906,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_20,0,5,0.022587386896978853,0.024869600050549376,0.031209379998804788,NONDECREASING,True
VOLATILITY_COMPRESSION,realized_vol_20,0,10,0.02452188334877633,0.026034204787801708,0.030527709490079692,NONDECREASING,True
VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,-20,5,0.8138073580060228,0.8145233703194181,0.830056900686474,NONDECREASING,True
VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,-20,10,0.8163954848833161,0.8137649629617145,0.8257807574185125,MIXED,True
VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,-10,5,0.8086498348794039,0.822495969254157,0.8349424708175643,NONDECREASING,True
VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,-10,10,0.8153597720650997,0.8233483588573989,0.8422501441205256,NONDECREASING,True
VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,-5,5,0.7646454037512244,0.7850220444631297,0.8333048232596563,NONDECREASING,True
VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,-5,10,0.8080095452473023,0.823306863613322,0.8591319957012322,NONDECREASING,True
VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,-3,5,0.7685492010914897,0.7788746597237621,0.8258232605924138,NONDECREASING,True
VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,-3,10,0.8029347121346379,0.8133587404612692,0.8273476310263704,NONDECREASING,True
VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,-1,5,0.7679955839724946,0.7891155025587675,0.8236999925591153,NONDECREASING,True
VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,-1,10,0.8066725998827541,0.8081004976615473,0.8180097998355743,NONDECREASING,True
VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,0,5,0.7852450661755577,0.7980587769075622,0.8112497098760484,NONDECREASING,True
VOLATILITY_COMPRESSION,volatility_contraction_5_to_20,0,10,0.8261013462088598,0.820509689592063,0.8243270892115847,MIXED,True
RELATIVE_STRENGTH,benchmark_relative_return_5D,-20,5,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_5D,-20,10,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_5D,-10,5,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_5D,-10,10,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_5D,-5,5,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_5D,-5,10,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_5D,-3,5,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_5D,-3,10,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_5D,-1,5,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_5D,-1,10,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_5D,0,5,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_5D,0,10,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_20D,-20,5,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_20D,-20,10,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_20D,-10,5,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_20D,-10,10,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_20D,-5,5,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_20D,-5,10,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_20D,-3,5,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_20D,-3,10,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_20D,-1,5,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_20D,-1,10,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_20D,0,5,,,,INSUFFICIENT,True
RELATIVE_STRENGTH,benchmark_relative_return_20D,0,10,,,,INSUFFICIENT,True
A_STATE_CONTEXT,a1_preceded_20,-20,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_preceded_20,-20,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_preceded_20,-10,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_preceded_20,-10,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_preceded_20,-5,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_preceded_20,-5,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_preceded_20,-3,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_preceded_20,-3,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_preceded_20,-1,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_preceded_20,-1,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_preceded_20,0,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_preceded_20,0,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_preceded_20,-20,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_preceded_20,-20,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_preceded_20,-10,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_preceded_20,-10,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_preceded_20,-5,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_preceded_20,-5,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_preceded_20,-3,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_preceded_20,-3,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_preceded_20,-1,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_preceded_20,-1,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_preceded_20,0,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_preceded_20,0,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_to_a2_preceded_20,-20,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_to_a2_preceded_20,-20,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_to_a2_preceded_20,-10,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_to_a2_preceded_20,-10,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_to_a2_preceded_20,-5,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_to_a2_preceded_20,-5,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_to_a2_preceded_20,-3,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_to_a2_preceded_20,-3,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_to_a2_preceded_20,-1,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_to_a2_preceded_20,-1,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_to_a2_preceded_20,0,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a1_to_a2_preceded_20,0,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_without_prior_a1_20,-20,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_without_prior_a1_20,-20,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_without_prior_a1_20,-10,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_without_prior_a1_20,-10,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_without_prior_a1_20,-5,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_without_prior_a1_20,-5,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_without_prior_a1_20,-3,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_without_prior_a1_20,-3,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_without_prior_a1_20,-1,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_without_prior_a1_20,-1,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_without_prior_a1_20,0,5,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a2_without_prior_a1_20,0,10,0.0,0.0,0.0,NONDECREASING,True
A_STATE_CONTEXT,a_state_bucket,-20,5,,,,INSUFFICIENT,True
A_STATE_CONTEXT,a_state_bucket,-20,10,,,,INSUFFICIENT,True
A_STATE_CONTEXT,a_state_bucket,-10,5,,,,INSUFFICIENT,True
A_STATE_CONTEXT,a_state_bucket,-10,10,,,,INSUFFICIENT,True
A_STATE_CONTEXT,a_state_bucket,-5,5,,,,INSUFFICIENT,True
A_STATE_CONTEXT,a_state_bucket,-5,10,,,,INSUFFICIENT,True
A_STATE_CONTEXT,a_state_bucket,-3,5,,,,INSUFFICIENT,True
A_STATE_CONTEXT,a_state_bucket,-3,10,,,,INSUFFICIENT,True
A_STATE_CONTEXT,a_state_bucket,-1,5,,,,INSUFFICIENT,True
