stratum,horizon,threshold,raw_qualifying_anchor_count,distinct_swing_episode_count,representative_count,forward_return,mfe,mae,max_close_drawdown,time_to_3pct_rate,time_to_5pct_rate,time_to_10pct_rate,one_day_spike_rate,sustained_expansion_rate,known_event_overlap_count,episode_spacing_sessions
T5_GE_3,5,0.03,69372,6785,6785,"{'n': 6785, 'mean': 0.05854297809866446, 'median': 0.047945205479452024, 'p05': 0.03130269629036313, 'p95': 0.11867309519075704, 'win_rate': 1.0, 'min': 0.030000000000000027, 'max': 1.278606965174129}","{'n': 6785, 'mean': 0.07486358006190662, 'median': 0.06648199445983383, 'p05': 0.03761936950219815, 'p95': 0.13888888888888884, 'win_rate': 1.0, 'min': 0.030095759233926156, 'max': 1.6467661691542288}","{'n': 6785, 'mean': -0.02749029266998854, 'median': -0.017000000000000015, 'p05': -0.09986243148029494, 'p95': 0.006825007333460495, 'win_rate': 0.1288135593220339, 'min': -0.2685589519650654, 'max': 0.06425702811244993}","{'n': 6785, 'mean': -0.02764383872968676, 'median': -0.017804154302670683, 'p05': -0.09891988847946036, 'p95': 0.0, 'win_rate': 0.0, 'min': -0.189795918367347, 'max': 0.0}","{'n': 6785, 'mean': 0.999852616064849, 'median': 1.0, 'p05': 1.0, 'p95': 1.0, 'win_rate': 0.999852616064849, 'min': 0.0, 'max': 1.0}","{'n': 6785, 'mean': 0.5093588798820928, 'median': 1.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.5093588798820928, 'min': 0.0, 'max': 1.0}","{'n': 6785, 'mean': 0.10523212969786293, 'median': 0.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.10523212969786293, 'min': 0.0, 'max': 1.0}","{'n': 6785, 'mean': 0.2675018422991894, 'median': 0.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.2675018422991894, 'min': 0.0, 'max': 1.0}","{'n': 6785, 'mean': 0.47943994104642595, 'median': 0.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.47943994104642595, 'min': 0.0, 'max': 1.0}",64,10
T5_GE_5,5,0.05,49192,6569,6569,"{'n': 6569, 'mean': 0.0809244622042589, 'median': 0.0710382513661203, 'p05': 0.051369863013698724, 'p95': 0.140625, 'win_rate': 1.0, 'min': 0.050000000000000044, 'max': 1.278606965174129}","{'n': 6569, 'mean': 0.09760662463135138, 'median': 0.08982035928143706, 'p05': 0.05780346820809257, 'p95': 0.1617621023513139, 'win_rate': 1.0, 'min': 0.050000000000000044, 'max': 1.6467661691542288}","{'n': 6569, 'mean': -0.024967212167780445, 'median': -0.01449275362318847, 'p05': -0.09957079430763642, 'p95': 0.010799270214665625, 'win_rate': 0.1676054193941239, 'min': -0.2685589519650654, 'max': 0.08423326133909304}","{'n': 6569, 'mean': -0.026731698321432483, 'median': -0.017492711370262204, 'p05': -0.09867340351504754, 'p95': 0.0, 'win_rate': 0.0, 'min': -0.189795918367347, 'max': 0.0}","{'n': 6569, 'mean': 1.0, 'median': 1.0, 'p05': 1.0, 'p95': 1.0, 'win_rate': 1.0, 'min': 1.0, 'max': 1.0}","{'n': 6569, 'mean': 1.0, 'median': 1.0, 'p05': 1.0, 'p95': 1.0, 'win_rate': 1.0, 'min': 1.0, 'max': 1.0}","{'n': 6569, 'mean': 0.2198203683970163, 'median': 0.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.2198203683970163, 'min': 0.0, 'max': 1.0}","{'n': 6569, 'mean': 0.1595372202770589, 'median': 0.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.1595372202770589, 'min': 0.0, 'max': 1.0}","{'n': 6569, 'mean': 0.6801644085857818, 'median': 1.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.6801644085857818, 'min': 0.0, 'max': 1.0}",73,10
T5_GE_10,5,0.1,23716,4815,4815,"{'n': 4815, 'mean': 0.13795431323367977, 'median': 0.12772585669781922, 'p05': 0.1019595727065286, 'p95': 0.20509778357235983, 'win_rate': 1.0, 'min': 0.10000000000000009, 'max': 1.278606965174129}","{'n': 4815, 'mean': 0.15703189978249252, 'median': 0.14868421052631575, 'p05': 0.10820895522388052, 'p95': 0.22795882352941182, 'win_rate': 1.0, 'min': 0.10000000000000009, 'max': 1.6467661691542288}","{'n': 4815, 'mean': -0.019067328542450513, 'median': -0.011826544021024898, 'p05': -0.09870255957634597, 'p95': 0.027717948717948696, 'win_rate': 0.2533748701973001, 'min': -0.18918918918918914, 'max': 0.09900990099009888}","{'n': 4815, 'mean': -0.02528058550187776, 'median': -0.018181818181818188, 'p05': -0.08700592885375498, 'p95': 0.0, 'win_rate': 0.0, 'min': -0.16358463726884775, 'max': 0.0}","{'n': 4815, 'mean': 1.0, 'median': 1.0, 'p05': 1.0, 'p95': 1.0, 'win_rate': 1.0, 'min': 1.0, 'max': 1.0}","{'n': 4815, 'mean': 1.0, 'median': 1.0, 'p05': 1.0, 'p95': 1.0, 'win_rate': 1.0, 'min': 1.0, 'max': 1.0}","{'n': 4815, 'mean': 0.998546209761163, 'median': 1.0, 'p05': 1.0, 'p95': 1.0, 'win_rate': 0.998546209761163, 'min': 0.0, 'max': 1.0}","{'n': 4815, 'mean': 0.039044652128764276, 'median': 0.0, 'p05': 0.0, 'p95': 0.0, 'win_rate': 0.039044652128764276, 'min': 0.0, 'max': 1.0}","{'n': 4815, 'mean': 0.9009345794392524, 'median': 1.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.9009345794392524, 'min': 0.0, 'max': 1.0}",70,10
T10_GE_3,10,0.03,84657,6306,6306,"{'n': 6306, 'mean': 0.0624803802250302, 'median': 0.04974871833724781, 'p05': 0.03149606299212593, 'p95': 0.13465674505329156, 'win_rate': 1.0, 'min': 0.030000000000000027, 'max': 1.21256038647343}","{'n': 6306, 'mean': 0.09041544935681446, 'median': 0.0772986587846427, 'p05': 0.03961150688239562, 'p95': 0.18995513266805902, 'win_rate': 1.0, 'min': 0.030303030303030276, 'max': 1.5700483091787443}","{'n': 6306, 'mean': -0.04359089007482355, 'median': -0.03237410071942448, 'p05': -0.1341246897935477, 'p95': 0.006040486006905432, 'win_rate': 0.0818268315889629, 'min': -0.3882352941176471, 'max': 0.0847457627118644}","{'n': 6306, 'mean': -0.05456621438303853, 'median': -0.04323168501481123, 'p05': -0.13589644213626856, 'p95': -0.01122544761691277, 'win_rate': 0.0, 'min': -0.3427762039660056, 'max': 0.0}","{'n': 6306, 'mean': 0.9998414208690136, 'median': 1.0, 'p05': 1.0, 'p95': 1.0, 'win_rate': 0.9998414208690136, 'min': 0.0, 'max': 1.0}","{'n': 6306, 'mean': 0.6159213447510308, 'median': 1.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.6159213447510308, 'min': 0.0, 'max': 1.0}","{'n': 6306, 'mean': 0.18680621630193467, 'median': 0.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.18680621630193467, 'min': 0.0, 'max': 1.0}","{'n': 6306, 'mean': 0.16476371709483031, 'median': 0.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.16476371709483031, 'min': 0.0, 'max': 1.0}","{'n': 6306, 'mean': 0.6568347605455123, 'median': 1.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.6568347605455123, 'min': 0.0, 'max': 1.0}",55,10
T10_GE_5,10,0.05,65928,6083,6083,"{'n': 6083, 'mean': 0.08445226920869583, 'median': 0.07142857142857162, 'p05': 0.051507537688442406, 'p95': 0.15856859069416074, 'win_rate': 1.0, 'min': 0.050000000000000044, 'max': 1.21256038647343}","{'n': 6083, 'mean': 0.1115094617874494, 'median': 0.098901098901099, 'p05': 0.059806065017612785, 'p95': 0.20575930362023007, 'win_rate': 1.0, 'min': 0.050000000000000044, 'max': 1.5700483091787443}","{'n': 6083, 'mean': -0.040600592086495566, 'median': -0.029475982532751077, 'p05': -0.13270531400966176, 'p95': 0.010523859239697866, 'win_rate': 0.1080059181325004, 'min': -0.3882352941176471, 'max': 0.0847457627118644}","{'n': 6083, 'mean': -0.05358237556638772, 'median': -0.04252577319587625, 'p05': -0.13133722209993393, 'p95': -0.010854836881808867, 'win_rate': 0.0, 'min': -0.3427762039660056, 'max': 0.0}","{'n': 6083, 'mean': 1.0, 'median': 1.0, 'p05': 1.0, 'p95': 1.0, 'win_rate': 1.0, 'min': 1.0, 'max': 1.0}","{'n': 6083, 'mean': 0.9996712148610882, 'median': 1.0, 'p05': 1.0, 'p95': 1.0, 'win_rate': 0.9996712148610882, 'min': 0.0, 'max': 1.0}","{'n': 6083, 'mean': 0.30215354265987177, 'median': 0.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.30215354265987177, 'min': 0.0, 'max': 1.0}","{'n': 6083, 'mean': 0.0914022686174585, 'median': 0.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.0914022686174585, 'min': 0.0, 'max': 1.0}","{'n': 6083, 'mean': 0.8079894788755548, 'median': 1.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.8079894788755548, 'min': 0.0, 'max': 1.0}",59,10
T10_GE_10,10,0.1,37704,4727,4727,"{'n': 4727, 'mean': 0.13897905206367053, 'median': 0.12755102040816335, 'p05': 0.10177179886801739, 'p95': 0.20989299345692472, 'win_rate': 1.0, 'min': 0.10000000000000009, 'max': 1.21256038647343}","{'n': 4727, 'mean': 0.16618684163650432, 'median': 0.15668202764976957, 'p05': 0.11032770976410874, 'p95': 0.2538704170576464, 'win_rate': 1.0, 'min': 0.10000000000000009, 'max': 1.5700483091787443}","{'n': 4727, 'mean': -0.034918251405821096, 'median': -0.02488687782805432, 'p05': -0.12697388720644537, 'p95': 0.027516880128379714, 'win_rate': 0.16204781045060293, 'min': -0.34036144578313254, 'max': 0.09012875536480691}","{'n': 4727, 'mean': -0.05362986039927984, 'median': -0.044421487603305776, 'p05': -0.12499999999999997, 'p95': -0.010579352158535886, 'win_rate': 0.0, 'min': -0.34036144578313254, 'max': 0.0}","{'n': 4727, 'mean': 1.0, 'median': 1.0, 'p05': 1.0, 'p95': 1.0, 'win_rate': 1.0, 'min': 1.0, 'max': 1.0}","{'n': 4727, 'mean': 1.0, 'median': 1.0, 'p05': 1.0, 'p95': 1.0, 'win_rate': 1.0, 'min': 1.0, 'max': 1.0}","{'n': 4727, 'mean': 0.9974613920033848, 'median': 1.0, 'p05': 1.0, 'p95': 1.0, 'win_rate': 0.9974613920033848, 'min': 0.0, 'max': 1.0}","{'n': 4727, 'mean': 0.017770255976306326, 'median': 0.0, 'p05': 0.0, 'p95': 0.0, 'win_rate': 0.017770255976306326, 'min': 0.0, 'max': 1.0}","{'n': 4727, 'mean': 0.9449968267400042, 'median': 1.0, 'p05': 0.0, 'p95': 1.0, 'win_rate': 0.9449968267400042, 'min': 0.0, 'max': 1.0}",54,10
