cohort,scope,lifecycle_stage,feature,feature_role,analysis_type,bin,horizon,N,instrument_count,feature_mean,feature_median,endpoint_mean,endpoint_median,mfe_mean,mfe_median,mae_mean,mae_median,small_sample_flag,threshold_policy
BOTH,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q2,10,46,21,1.9893391304347827,1.9411,0.018214653762655422,0.0121580547112462,0.13167959641881335,0.09375,-0.08198195053523662,-0.06132075471698113,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q3,10,48,22,3.989345833333333,4.3603000000000005,0.17158719914158,0.12535612535612528,0.28915007240978147,0.2225609756097561,-0.058629846174408064,-0.029850746268656716,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,Q4,10,46,22,6.610721739130435,6.0001,0.11434298289526729,0.0787545787545787,0.23404725266747892,0.18749999999999978,-0.06144444149534496,-0.05921052631578947,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,QUANTILE_BIN,ALL_SMALL_SAMPLE,10,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,average_change_pct,RAW_EVIDENCE_VECTOR,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,10,188,78,3.0062659574468085,2.86815,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,QUANTILE_BIN,Q1,10,48,22,7.921244958333333,8.5112125,0.058442470836156786,0.029973859542860786,0.15408819073942376,0.1150442477876106,-0.06279269229031809,-0.046960472231665495,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,QUANTILE_BIN,Q2,10,46,23,9.918671391304349,9.922822,0.13302092511383767,0.09282700421940938,0.24530233875954635,0.2162408759124088,-0.06329545797380144,-0.04721030042918459,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,QUANTILE_BIN,Q3,10,48,24,9.967308083333334,9.969472,0.12579751506144057,0.0701841183812143,0.24086494883301574,0.1952825670498084,-0.06763815492895893,-0.04597616775551151,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,QUANTILE_BIN,Q4,10,46,23,11.997934130434784,10.0,0.018600094308385214,-0.019008161770476373,0.1851467584072835,0.12059204534401502,-0.10812553937969703,-0.07611958661417323,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,QUANTILE_BIN,ALL_SMALL_SAMPLE,10,0,0,,,,,,,,,True,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
BOTH,ALL_VALID_STAGES,ALL,leader_change_pct,SECONDARY_PROXY,CONTINUOUS_MONOTONICITY,ORDERED_Q1_TO_Q4,10,188,78,9.929863829787234,9.943448499999999,,,,,,,False,NO_ARBITRARY_THRESHOLD; DESCRIPTIVE_QUANTILES_ONLY
