filter_id,filter_status,price_floor,volume_floor_lots,volume_floor_shares,volume_unit_status,retained_event_count,excluded_event_count,retained_success_proxy_t10_count,retained_failure_proxy_t10_count,retained_unknown_t10_count,retained_positive_mfe_t10_count,retained_mfe_before_mae_t10_count,retained_source_clean_failure_candidate_count,retained_late_extended_candidate_count,retained_t10_endpoint_return_mean,retained_t10_mfe_mean,retained_t10_mae_mean,retained_t5_endpoint_return_mean,expectancy_proxy_t10,excluded_success_proxy_t10_count,excluded_failure_proxy_t10_count,excluded_unknown_t10_count,incremental_excluded_success_cost_vs_all,incremental_excluded_failure_benefit_vs_all,low_price_in_retained,low_liquidity_in_retained,corporate_action_suppressed_in_retained
ALL_A2_COHORT,ABLATION_ONLY_NOT_PRODUCTION_RULE,20.0,500.0,500000.0,SHARES;TPEx_RAW_LOTS_CONVERTED_TO_SHARES_BY_PROVIDER,5277,0,2587,2559,131,4925,2613,864,1991,0.032382548975564654,0.12841294755070257,-0.06399610033476413,0.0184728338037763,0.032382548975564654,0,0,0,0,0,521,518,85
PRICE_FLOOR_GE_20,ABLATION_ONLY_NOT_PRODUCTION_RULE,20.0,500.0,500000.0,SHARES;TPEx_RAW_LOTS_CONVERTED_TO_SHARES_BY_PROVIDER,4756,521,2364,2272,120,4451,2327,760,1798,0.032682833313914014,0.12861997203835138,-0.06479531372776012,0.018396089704378272,0.032682833313914014,223,287,11,223,287,0,443,81
VOLUME_FLOOR_GE_500_LOTS,ABLATION_ONLY_NOT_PRODUCTION_RULE,20.0,500.0,500000.0,SHARES;TPEx_RAW_LOTS_CONVERTED_TO_SHARES_BY_PROVIDER,4759,518,2351,2288,120,4451,2352,775,1886,0.032234128162069026,0.13060469662915036,-0.06606594982176023,0.01771765362081631,0.032234128162069026,236,271,11,236,271,446,0,77
PRICE_GE_20_AND_VOLUME_GE_500_LOTS,ABLATION_ONLY_NOT_PRODUCTION_RULE,20.0,500.0,500000.0,SHARES;TPEx_RAW_LOTS_CONVERTED_TO_SHARES_BY_PROVIDER,4313,964,2157,2043,113,4040,2106,690,1713,0.032570323720252835,0.13109347285403977,-0.06685381597432309,0.01801204025365489,0.032570323720252835,430,516,18,430,516,0,0,75
