entry_proxy,extension_band,horizon,event_count,unique_instruments,unique_dates,extension_mean,extension_median,forward_mean,forward_median,forward_trimmed_mean_10pct,forward_win_rate,forward_p05,forward_p25,forward_p75,forward_p95,mfe_mean,mfe_median,mfe_p25,mfe_p75,mae_mean,mae_median,mae_p25,mae_p75,outlier_driven
NEXT_SESSION_CLOSE,GT_1_TO_2PCT,3,32,31,20,0.015264186326588373,0.015717638339920903,0.01590079339930933,0.0026281208935611255,0.008531636222502376,0.5,-0.10981011892763555,-0.03765819541021745,0.07214882784457083,0.16154151372983147,0.07128758854024361,0.049069227883915545,0.01013133208255157,0.11135476577520698,-0.04601678827229316,-0.03382173382173381,-0.06802644194960852,-0.011807470372777101,False
NEXT_SESSION_CLOSE,GT_1_TO_2PCT,5,31,30,19,0.015178158966711916,0.015625,0.03338162831528448,-0.006578947368421018,0.02194154977524907,0.4838709677419355,-0.10813545656117712,-0.052222481411734856,0.09703879349889555,0.2197642292403792,0.10791163379598769,0.05170239596469095,0.010282844303462824,0.16670875141205388,-0.049995096175315466,-0.031746031746031744,-0.08427393785668996,-0.01765828005774389,False
NEXT_SESSION_CLOSE,GT_1_TO_2PCT,10,28,27,18,0.015360831024395949,0.015717638339920903,0.0025347770095183347,0.002979565023249753,0.006982228089749211,0.5,-0.19378835788717216,-0.06157082342018225,0.08120211807120326,0.18682648626217624,0.138698720029204,0.09946512623020975,0.0495017624307883,0.18130898362124037,-0.08712031578532271,-0.05949230200062605,-0.12829864619114975,-0.024185179626700748,False
NEXT_SESSION_CLOSE,GT_2_TO_3PCT,1,23,23,18,0.02508636865592593,0.02499999999999991,0.0028035361075147147,0.008879023307436285,0.0021938087766808735,0.5217391304347826,-0.07824152970740299,-0.028651073105298464,0.032459365325077316,0.09457516339869289,0.03438819357271265,0.028064992614475592,0.00826836016096577,0.06922468354430378,-0.024968236088009604,-0.014254385964912242,-0.04626718645204558,0.0024390243902439046,False
NEXT_SESSION_CLOSE,GT_2_TO_3PCT,3,20,20,16,0.025351405345465705,0.025435883014623073,0.016830205789375642,0.015146548719565889,0.009204667812364717,0.55,-0.07448562874251496,-0.048097227322805636,0.059839850506548053,0.10295042285509384,0.0681598241452385,0.04190074906367047,0.030426086956521603,0.09106914212548006,-0.05039290650942467,-0.03730717639168346,-0.09202855306647081,-0.009806490730464024,False
NEXT_SESSION_CLOSE,GT_2_TO_3PCT,5,20,20,16,0.025351405345465705,0.025435883014623073,0.02535864925157976,0.03494476021227033,0.02288831594161382,0.55,-0.13455683352735748,-0.08424427580983448,0.13379081830432132,0.20444210032817628,0.11310568077807297,0.09127964233793429,0.03954082521801561,0.1770690600164429,-0.0653484971454168,-0.04980350266392364,-0.12131606352512367,-0.009806490730464024,False
NEXT_SESSION_CLOSE,GT_2_TO_3PCT,10,20,20,16,0.025351405345465705,0.025435883014623073,0.04670211216637157,0.03680925373438282,0.03334244128485319,0.6,-0.14552263473053895,-0.07700113296191582,0.1384618687736172,0.2841214785865496,0.18498011559573163,0.1558336329482629,0.041205465459991764,0.2726118176951618,-0.08032107965648976,-0.05073983225193862,-0.13161964211576935,-0.020924707602339165,False
NEXT_SESSION_CLOSE,GT_3_TO_5PCT,1,47,45,30,0.03921579184064801,0.039024390243902474,-0.005978093221326366,-0.01224489795918371,-0.009105710678933919,0.3829787234042553,-0.07049434617793882,-0.038116655957735446,0.012686858290656411,0.09741532976827103,0.030220096021341007,0.025423728813559254,0.008579009743153954,0.04854426094380171,-0.02781986958339157,-0.02716049382716046,-0.04536962269826944,-0.01001173570109437,False
NEXT_SESSION_CLOSE,GT_3_TO_5PCT,3,45,44,29,0.03916967342373467,0.039024390243902474,-0.012979737317488343,-0.018965517241379293,-0.01724617558711969,0.3333333333333333,-0.13332563510392606,-0.06326889279437609,0.02392344497607657,0.13538541181342864,0.05439528658336309,0.03749999999999987,0.01041666666666674,0.06043329532497155,-0.057327550198100485,-0.051094890510948954,-0.08540540540540542,-0.023668639053254448,False
NEXT_SESSION_CLOSE,GT_3_TO_5PCT,5,43,42,27,0.03905660946504298,0.038321167883211604,0.024223840821038334,0.007042253521126751,0.011974702194309222,0.5348837209302325,-0.1634164920632408,-0.08786375661375662,0.09670544579279905,0.29226455403240137,0.10248067174071675,0.05542725173210172,0.024937063601386922,0.15017942583732058,-0.07121099719785136,-0.05932203389830504,-0.11531270834219898,-0.02757048092868991,False
NEXT_SESSION_CLOSE,GT_3_TO_5PCT,10,42,41,26,0.039243310603497714,0.03907208836638454,0.03997972191528328,-0.020242015933968294,0.01059248022211969,0.40476190476190477,-0.21591858227584762,-0.09014604666778575,0.11527926960257784,0.535266227180527,0.1733237035279867,0.08440069525507665,0.02848623271158479,0.27176420673013174,-0.09825167502649412,-0.08058460920481403,-0.14959141981613888,-0.040948275862069006,False
NEXT_SESSION_CLOSE,GT_5PCT,1,209,180,45,0.11492589187371138,0.11363636363636354,0.009962811540045295,0.0025348542458809575,0.010994450472890452,0.5023923444976076,-0.09531829648315772,-0.03761061946902655,0.06374501992031867,0.09960159362549792,0.054567614752270385,0.05718954248366015,0.020356234096692294,0.09809264305177101,-0.023159220935697212,-0.03023255813953485,-0.06060606060606055,0.0059880239520957446,False
NEXT_SESSION_CLOSE,GT_5PCT,3,207,178,45,0.11501546837531566,0.11363636363636354,0.011897626482008877,0.0,0.0009835908437463205,0.4927536231884058,-0.1474234235868048,-0.06764000089708222,0.0631041490129618,0.25717430279641135,0.09752874025436153,0.07823129251700678,0.03808308685650219,0.13166160081053702,-0.0557599329499202,-0.056369785794814,-0.09262813276134568,-0.019987110244692297,False
NEXT_SESSION_CLOSE,GT_5PCT,5,201,174,44,0.1149681130713965,0.11363636363636354,0.027012483977734668,-0.006257822277847325,0.009981766344868831,0.47761194029850745,-0.1507042253521127,-0.07004830917874394,0.08833922261484095,0.3297002724795641,0.12805419172756421,0.09837962962962954,0.048275862068965614,0.17999999999999994,-0.07376847089724307,-0.07189542483660138,-0.12429378531073443,-0.02991452991452992,False
NEXT_SESSION_CLOSE,GT_5PCT,10,185,161,40,0.11691832268773475,0.11434108527131781,0.03521999341202273,-0.0024937655860349794,0.012570614529187573,0.4702702702702703,-0.22852348993288596,-0.08918918918918917,0.10151187904967607,0.49185321278344524,0.1814821750126833,0.11151079136690645,0.06313416009019157,0.24514563106796117,-0.10505945230558572,-0.09966216216216228,-0.1566371681415929,-0.05084745762711862,False
