feature_name,category,status,bin_definition,train_q1,train_q2,train_q3,bin,total_A1_n,success_n,failed_breakout_n,success_rate,failed_breakout_rate,task_id,source_canonical_head,source_baseline_head,frozen_spec_hash,dataset_authority
return_20d,MOMENTUM,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.04633413461538462,0.09695074780814852,0.20908445104863202,Q3,143,79,51,0.6076923076923076,0.3923076923076923,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
return_20d,MOMENTUM,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.04633413461538462,0.09695074780814852,0.20908445104863202,Q4,137,77,50,0.6062992125984252,0.3937007874015748,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
close_ma20_distance,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.04485414468842992,0.0746091777994212,0.11773073123912263,Q1,240,150,48,0.7575757575757576,0.24242424242424243,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
close_ma20_distance,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.04485414468842992,0.0746091777994212,0.11773073123912263,Q2,144,81,49,0.6230769230769231,0.3769230769230769,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
close_ma20_distance,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.04485414468842992,0.0746091777994212,0.11773073123912263,Q3,152,76,58,0.5671641791044776,0.43283582089552236,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
close_ma20_distance,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.04485414468842992,0.0746091777994212,0.11773073123912263,Q4,164,79,59,0.572463768115942,0.427536231884058,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
close_ma60_distance,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.04452311541858023,0.11636257813085782,0.2589084285807576,Q1,213,144,37,0.7955801104972375,0.20441988950276244,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
close_ma60_distance,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.04452311541858023,0.11636257813085782,0.2589084285807576,Q2,205,78,78,0.5,0.5,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
close_ma60_distance,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.04452311541858023,0.11636257813085782,0.2589084285807576,Q3,145,91,43,0.6791044776119403,0.3208955223880597,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
close_ma60_distance,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.04452311541858023,0.11636257813085782,0.2589084285807576,Q4,137,73,56,0.5658914728682171,0.43410852713178294,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma20_ma60_spread,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.003424182916316685,0.0409965958487639,0.12449462289642955,Q1,186,92,54,0.6301369863013698,0.3698630136986301,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma20_ma60_spread,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.003424182916316685,0.0409965958487639,0.12449462289642955,Q2,227,132,56,0.7021276595744681,0.2978723404255319,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma20_ma60_spread,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.003424182916316685,0.0409965958487639,0.12449462289642955,Q3,149,92,45,0.6715328467153284,0.3284671532846715,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma20_ma60_spread,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.003424182916316685,0.0409965958487639,0.12449462289642955,Q4,138,70,59,0.5426356589147286,0.4573643410852713,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma20_slope_5d,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.002726822881152833,0.015635637724568625,0.03896960992247684,Q1,217,117,66,0.639344262295082,0.36065573770491804,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma20_slope_5d,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.002726822881152833,0.015635637724568625,0.03896960992247684,Q2,204,108,60,0.6428571428571429,0.35714285714285715,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma20_slope_5d,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.002726822881152833,0.015635637724568625,0.03896960992247684,Q3,149,82,45,0.6456692913385826,0.3543307086614173,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma20_slope_5d,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.002726822881152833,0.015635637724568625,0.03896960992247684,Q4,130,79,43,0.6475409836065574,0.3524590163934426,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma60_slope_5d,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.00036238616130314404,0.010426056637469172,0.027563956490496287,Q1,139,87,36,0.7073170731707317,0.2926829268292683,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma60_slope_5d,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.00036238616130314404,0.010426056637469172,0.027563956490496287,Q2,219,96,67,0.588957055214724,0.4110429447852761,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma60_slope_5d,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.00036238616130314404,0.010426056637469172,0.027563956490496287,Q3,161,97,48,0.6689655172413793,0.3310344827586207,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma60_slope_5d,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.00036238616130314404,0.010426056637469172,0.027563956490496287,Q4,134,67,55,0.5491803278688525,0.45081967213114754,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma60_slope_20d,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,-0.005418123908178498,0.01972763141148021,0.13937802617439565,Q1,89,48,24,0.6666666666666666,0.3333333333333333,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma60_slope_20d,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,-0.005418123908178498,0.01972763141148021,0.13937802617439565,Q2,113,43,31,0.581081081081081,0.4189189189189189,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma60_slope_20d,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,-0.005418123908178498,0.01972763141148021,0.13937802617439565,Q3,129,62,39,0.6138613861386139,0.38613861386138615,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
ma60_slope_20d,MA_STRUCTURE,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,-0.005418123908178498,0.01972763141148021,0.13937802617439565,Q4,62,28,28,0.5,0.5,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_ratio_5,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.9747820276963597,1.2994995787128378,1.752929514403508,Q1,204,128,40,0.7619047619047619,0.23809523809523808,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_ratio_5,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.9747820276963597,1.2994995787128378,1.752929514403508,Q2,173,93,53,0.636986301369863,0.363013698630137,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_ratio_5,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.9747820276963597,1.2994995787128378,1.752929514403508,Q3,166,88,57,0.6068965517241379,0.3931034482758621,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_ratio_5,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.9747820276963597,1.2994995787128378,1.752929514403508,Q4,157,77,64,0.5460992907801419,0.45390070921985815,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_ratio_20,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.8957060229971112,1.2862143415313358,1.9340617000745899,Q1,195,123,42,0.7454545454545455,0.2545454545454545,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_ratio_20,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.8957060229971112,1.2862143415313358,1.9340617000745899,Q2,167,103,41,0.7152777777777778,0.2847222222222222,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_ratio_20,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.8957060229971112,1.2862143415313358,1.9340617000745899,Q3,175,88,60,0.5945945945945946,0.40540540540540543,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_ratio_20,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,0.8957060229971112,1.2862143415313358,1.9340617000745899,Q4,163,72,71,0.5034965034965035,0.4965034965034965,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_ma5_ma20_spread,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,-0.164083620236869,0.03002000159753162,0.2740956239002051,Q1,172,108,44,0.7105263157894737,0.2894736842105263,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_ma5_ma20_spread,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,-0.164083620236869,0.03002000159753162,0.2740956239002051,Q2,184,107,52,0.6729559748427673,0.3270440251572327,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_ma5_ma20_spread,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,-0.164083620236869,0.03002000159753162,0.2740956239002051,Q3,165,86,56,0.6056338028169014,0.39436619718309857,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_ma5_ma20_spread,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,-0.164083620236869,0.03002000159753162,0.2740956239002051,Q4,179,85,62,0.5782312925170068,0.4217687074829932,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_expansion_5_vs_prior20,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,-0.1969692765515432,0.08101195842339663,0.41589066112138123,Q1,193,113,56,0.6686390532544378,0.33136094674556216,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_expansion_5_vs_prior20,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,-0.1969692765515432,0.08101195842339663,0.41589066112138123,Q2,184,105,49,0.6818181818181818,0.3181818181818182,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_expansion_5_vs_prior20,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,-0.1969692765515432,0.08101195842339663,0.41589066112138123,Q3,157,89,51,0.6357142857142857,0.36428571428571427,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
volume_expansion_5_vs_prior20,VOLUME_CONFIRMATION,AVAILABLE,fixed DEVELOPMENT_AVAILABLE quartiles Q1-Q4; no cutoff search,-0.1969692765515432,0.08101195842339663,0.41589066112138123,Q4,166,79,58,0.5766423357664233,0.4233576642335766,TASK-WS3-CORE-V0-A1-EX-ANTE-SUCCESS-VS-FAILED-BREAKOUT-DISCRIMINATION-RESEARCH-20260818,3ab70b612cbb30335b43a5650d145488f9e8b2c1,9ca9ba4f15359aa5ea96ba4c3d6bed9439d0346e,6e4cc504f969098e263cfa8e7c43240e9575a3f72f0641ba39da22794ea9870d,canonical Postgres historical read model via read_historical_bars; REC-A1 event dataset preserved
