cohort,event_semantics,observation_window,horizon,risk_role,anti_leakage_status,N,outcome_n,matured_n,instrument_count,topic_count,date_count,event_count,pair_count,endpoint_mean,endpoint_median,endpoint_trimmed5_mean,positive_endpoint_rate,mfe_mean,mfe_median,mae_mean,mae_median,mae_le_minus5_rate,mfe_ge_5_rate,barrier_5_up_first_rate,barrier_5_down_first_rate,barrier_5_same_session_unknown_rate,barrier_10_up_first_rate,barrier_10_down_first_rate,barrier_10_same_session_unknown_rate,baseline_mae_mean,baseline_mae_median,delta_mae_mean,delta_mae_median,barrier_semantics,adjustment_state
LEGACY5,CONFIRMED_TRANSITION,D-1,5,PRETRANSITION,PASS_D0_SEPARATED,5,5,5,5,3,3,3,0,0.03520618398382067,-0.01020408163265306,0.03520618398382067,0.4,0.1691925032845309,0.12138728323699421,-0.0655643146937925,-0.0326530612244898,0.4,0.8,,,,,,,-0.05926858954761617,-0.04790877295249198,-0.006295725146176323,0.015255711728002185,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,CONFIRMED_TRANSITION,D-1,10,PRETRANSITION,PASS_D0_SEPARATED,5,5,5,5,3,3,3,0,0.1816100923830173,0.1791907514450867,0.1816100923830173,1.0,0.3013173987572619,0.24855491329479767,-0.06911881706346075,-0.0326530612244898,0.4,1.0,,,,,,,-0.08561822922813186,-0.0660377358490566,0.016499412164671115,0.033384674624566804,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,CONFIRMED_TRANSITION,D0,5,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,15,15,15,15,10,9,10,0,-0.004439895814498604,-0.019083969465648856,-0.004439895814498604,0.3333333333333333,0.08943190767612076,0.09923664122137404,-0.06370151488931022,-0.06950672645739911,0.6,0.7333333333333333,,,,,,,-0.05926858954761617,-0.04790877295249198,-0.004432925341694052,-0.021597953504907126,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,CONFIRMED_TRANSITION,D0,10,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,15,15,15,15,10,9,10,0,0.06636340497892121,0.022546419098143235,0.06636340497892121,0.5333333333333333,0.17519004056308987,0.16964285714285715,-0.07122829972215554,-0.07268170426065163,0.6666666666666666,0.8,,,,,,,-0.08561822922813186,-0.0660377358490566,0.014389929505976326,-0.006643968411595022,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,REFERENCE,ESTABLISHED_MAIN_RISE,5,REFERENCE,REFERENCE_ONLY,130,128,128,96,40,62,0,0,0.051438195622862795,0.033380599606435926,0.04839572926720392,0.59375,0.15270006830412838,0.12057173595635134,-0.06147679004449005,-0.0400494567341059,0.4609375,0.7578125,,,,,,,-0.05926858954761617,-0.04790877295249198,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,REFERENCE,ESTABLISHED_MAIN_RISE,10,REFERENCE,REFERENCE_ONLY,130,126,126,96,40,62,0,0,0.08145706342044177,0.06354934001420932,0.07441065432440921,0.6349206349206349,0.23154046782662258,0.18784650538787162,-0.09344229387225152,-0.05652063813623702,0.5476190476190477,0.8174603174603174,,,,,,,-0.08561822922813186,-0.0660377358490566,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,REFERENCE,NON_MAIN_RISE_BASELINE,5,REFERENCE,REFERENCE_ONLY,289,284,284,169,57,92,0,0,0.028039658595232376,0.004743033584483077,0.02172556222648414,0.5246478873239436,0.11350591968598958,0.07920842547718754,-0.05985244833280247,-0.0481661511268228,0.4894366197183099,0.6830985915492958,,,,,,,-0.05926858954761617,-0.04790877295249198,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
LEGACY5,REFERENCE,NON_MAIN_RISE_BASELINE,10,REFERENCE,REFERENCE_ONLY,289,283,283,169,57,92,0,0,0.04210401851475986,0.01800720288115246,0.03581304616088385,0.5547703180212014,0.16877576941484732,0.12280701754385964,-0.08660907654072368,-0.0660377358490566,0.5971731448763251,0.8021201413427562,,,,,,,-0.08561822922813186,-0.0660377358490566,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CANDIDATE_ONSET,D-3,5,PRETRANSITION,PASS_D0_SEPARATED,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,-0.05240608270706237,-0.046195652173913006,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CANDIDATE_ONSET,D-3,10,PRETRANSITION,PASS_D0_SEPARATED,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,-0.07600038727306968,-0.05847953216374269,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CANDIDATE_ONSET,D-2,5,PRETRANSITION,PASS_D0_SEPARATED,2,2,2,1,1,1,1,1,0.16759776536312845,0.16759776536312845,0.16759776536312845,1.0,0.22346368715083798,0.22346368715083798,-0.020484171322160166,-0.020484171322160166,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.05240608270706237,-0.046195652173913006,0.031921911384902205,0.02571148085175284,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CANDIDATE_ONSET,D-2,10,PRETRANSITION,PASS_D0_SEPARATED,2,2,2,1,1,1,1,1,0.1005586592178771,0.1005586592178771,0.1005586592178771,1.0,0.22346368715083798,0.22346368715083798,-0.020484171322160166,-0.020484171322160166,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.07600038727306968,-0.05847953216374269,0.05551621595090951,0.03799536084158252,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CANDIDATE_ONSET,D-1,5,PRETRANSITION,PASS_D0_SEPARATED,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,-0.05240608270706237,-0.046195652173913006,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CANDIDATE_ONSET,D-1,10,PRETRANSITION,PASS_D0_SEPARATED,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,-0.07600038727306968,-0.05847953216374269,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CANDIDATE_ONSET,D0,5,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,4,4,4,2,2,2,2,2,-0.015072728550347816,-0.015072728550347803,-0.015072728550347816,0.5,0.05435317265125429,0.054353172651254306,-0.04907127632164522,-0.04907127632164521,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.0,-0.05240608270706237,-0.046195652173913006,0.0033348063854171453,-0.0028756241477322017,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CANDIDATE_ONSET,D0,10,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,4,4,4,2,2,2,2,2,0.02037804792354719,0.020378047923547186,0.02037804792354719,0.5,0.11198557140514834,0.11198557140514834,-0.056590073314126424,-0.05659007331412641,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.0,-0.07600038727306968,-0.05847953216374269,0.019410313958943257,0.0018894588496162767,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D-3,5,PRETRANSITION,PASS_D0_SEPARATED,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,-0.05240608270706237,-0.046195652173913006,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D-3,10,PRETRANSITION,PASS_D0_SEPARATED,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,-0.07600038727306968,-0.05847953216374269,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D-2,5,PRETRANSITION,PASS_D0_SEPARATED,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,-0.05240608270706237,-0.046195652173913006,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D-2,10,PRETRANSITION,PASS_D0_SEPARATED,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,-0.07600038727306968,-0.05847953216374269,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D-1,5,PRETRANSITION,PASS_D0_SEPARATED,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,-0.05240608270706237,-0.046195652173913006,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D-1,10,PRETRANSITION,PASS_D0_SEPARATED,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,-0.07600038727306968,-0.05847953216374269,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D0,5,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,10,10,10,5,5,5,5,5,-0.010770487978762563,0.012461059190031154,-0.010770487978762563,0.6,0.08056479847226641,0.05607476635514019,-0.03987160776755364,-0.04049844236760125,0.4,0.8,0.8,0.2,0.0,0.2,0.4,0.0,-0.05240608270706237,-0.046195652173913006,0.012534474939508725,0.005697209806311755,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D0,10,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,10,10,10,5,5,5,5,5,0.06382398827706195,0.0701530612244898,0.06382398827706195,0.6,0.1495736403267652,0.1713395638629283,-0.04287912656454612,-0.04049844236760125,0.4,0.8,0.8,0.2,0.0,0.6,0.4,0.0,-0.07600038727306968,-0.05847953216374269,0.03312126070852356,0.017981089796141436,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,REFERENCE,ESTABLISHED_MAIN_RISE,5,REFERENCE,REFERENCE_ONLY,60,58,58,27,19,24,0,30,0.07760448404506252,0.047097480832420546,0.07425974828536146,0.7241379310344828,0.16408354507509856,0.1490847297933912,-0.04510628528695304,-0.03051181102362202,0.4482758620689655,0.7931034482758621,0.6,0.3,0.1,0.5,0.43333333333333335,0.0,-0.05240608270706237,-0.046195652173913006,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,REFERENCE,ESTABLISHED_MAIN_RISE,10,REFERENCE,REFERENCE_ONLY,60,58,58,27,19,24,0,30,0.15051729806096012,0.11007462686567163,0.13712598338425427,0.7241379310344828,0.26472179333643386,0.20306513409961682,-0.06574860912356885,-0.04928806133625409,0.4827586206896552,0.896551724137931,0.6,0.3,0.1,0.5,0.43333333333333335,0.0,-0.07600038727306968,-0.05847953216374269,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,REFERENCE,NON_MAIN_RISE_BASELINE,5,REFERENCE,REFERENCE_ONLY,104,101,101,43,35,38,0,52,0.007643785112401181,0.003095975232198178,0.007607575733554505,0.5148514851485149,0.09789834616101596,0.09448818897637795,-0.06408808232251181,-0.053125,0.5148514851485149,0.6534653465346535,0.5384615384615384,0.36538461538461536,0.019230769230769232,0.28846153846153844,0.4807692307692308,0.0,-0.05240608270706237,-0.046195652173913006,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_SAME_SESSION,REFERENCE,NON_MAIN_RISE_BASELINE,10,REFERENCE,REFERENCE_ONLY,104,101,101,43,35,38,0,52,0.028238737177613424,0.026315789473684292,0.02809697293355966,0.594059405940594,0.15105020773712965,0.12280701754385959,-0.09052352201788394,-0.065625,0.5841584158415841,0.8217821782178217,0.5961538461538461,0.36538461538461536,0.019230769230769232,0.36538461538461536,0.5,0.0,-0.07600038727306968,-0.05847953216374269,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D-3,5,PRETRANSITION,PASS_D0_SEPARATED,1,1,1,1,1,1,1,1,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,1.0,0.09927007299270073,0.09927007299270073,-0.016058394160583942,-0.016058394160583942,0.0,1.0,,,,,,,-0.04972408994277571,-0.04173925667828106,0.033665695782191765,0.025680862517697117,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D-3,10,PRETRANSITION,PASS_D0_SEPARATED,1,1,1,1,1,1,1,1,-0.00145985401459854,-0.00145985401459854,-0.00145985401459854,0.0,0.09927007299270073,0.09927007299270073,-0.017518248175182483,-0.017518248175182483,0.0,1.0,,,,,,,-0.07138533098977476,-0.05516443972153634,0.05386708281459228,0.03764619154635386,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D-2,5,PRETRANSITION,PASS_D0_SEPARATED,4,4,4,3,3,3,3,3,0.06533734422002577,0.09020913909182063,0.06533734422002577,0.75,0.12135577519935062,0.1416463734899489,-0.043387384806379235,-0.02519935061834505,0.25,0.75,0.5,0.5,0.0,0.5,0.5,0.0,-0.04972408994277571,-0.04173925667828106,0.0063367051363964755,0.016539906059936008,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D-2,10,PRETRANSITION,PASS_D0_SEPARATED,4,4,4,3,3,3,3,3,0.07662120995081889,0.1005586592178771,0.07662120995081889,0.75,0.16302244186601728,0.22346368715083798,-0.043387384806379235,-0.02519935061834505,0.25,0.75,0.5,0.5,0.0,0.5,0.5,0.0,-0.07138533098977476,-0.05516443972153634,0.027997946183395524,0.02996508910319129,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D-1,5,PRETRANSITION,PASS_D0_SEPARATED,1,1,1,1,1,1,1,1,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,0.0,0.05084745762711851,0.05084745762711851,-0.025423728813559365,-0.025423728813559365,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.04972408994277571,-0.04173925667828106,0.024300361129216345,0.016315527864721693,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D-1,10,PRETRANSITION,PASS_D0_SEPARATED,1,1,1,1,1,1,1,1,0.1271186440677965,0.1271186440677965,0.1271186440677965,1.0,0.2161016949152541,0.2161016949152541,-0.025423728813559365,-0.025423728813559365,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.07138533098977476,-0.05516443972153634,0.045961602176215394,0.029740710907976975,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D0,5,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,5,5,5,3,3,2,3,3,-0.014098999166808865,-0.01020408163265306,-0.014098999166808865,0.4,0.08511519118222792,0.056074766355140186,-0.04578763330221414,-0.04049844236760125,0.4,1.0,1.0,0.0,0.0,0.0,0.5,0.0,-0.04972408994277571,-0.04173925667828106,0.003936456640561574,0.001240814310679808,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D0,10,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,5,5,5,3,3,2,3,3,0.08569019344087857,0.1059190031152648,0.08569019344087857,0.6,0.17122111018534317,0.17133956386292826,-0.051802670896199096,-0.04049844236760125,0.4,1.0,1.0,0.0,0.0,0.5,0.5,0.0,-0.07138533098977476,-0.05516443972153634,0.019582660093575663,0.01466599735393509,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CONFIRMED_TRANSITION,D-3,5,PRETRANSITION,PASS_D0_SEPARATED,1,1,1,1,1,1,1,1,-0.08666666666666667,-0.08666666666666667,-0.08666666666666667,0.0,-0.021333333333333315,-0.021333333333333315,-0.10266666666666668,-0.10266666666666668,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.04972408994277571,-0.04173925667828106,-0.05294257672389097,-0.060927409988385625,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CONFIRMED_TRANSITION,D-3,10,PRETRANSITION,PASS_D0_SEPARATED,1,1,1,1,1,1,1,1,-0.08266666666666667,-0.08266666666666667,-0.08266666666666667,0.0,-0.021333333333333315,-0.021333333333333315,-0.10266666666666668,-0.10266666666666668,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.07138533098977476,-0.05516443972153634,-0.031281335676891925,-0.047502226945130344,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CONFIRMED_TRANSITION,D-2,5,PRETRANSITION,PASS_D0_SEPARATED,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,-0.04972408994277571,-0.04173925667828106,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CONFIRMED_TRANSITION,D-2,10,PRETRANSITION,PASS_D0_SEPARATED,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,-0.07138533098977476,-0.05516443972153634,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CONFIRMED_TRANSITION,D-1,5,PRETRANSITION,PASS_D0_SEPARATED,1,1,1,1,1,1,1,1,-0.01020408163265306,-0.01020408163265306,-0.01020408163265306,0.0,0.20816326530612245,0.20816326530612245,-0.0326530612244898,-0.0326530612244898,0.0,1.0,,,,,,,-0.04972408994277571,-0.04173925667828106,0.017071028718285912,0.00908619545379126,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CONFIRMED_TRANSITION,D-1,10,PRETRANSITION,PASS_D0_SEPARATED,1,1,1,1,1,1,1,1,0.3469387755102041,0.3469387755102041,0.3469387755102041,1.0,0.40816326530612246,0.40816326530612246,-0.0326530612244898,-0.0326530612244898,0.0,1.0,,,,,,,-0.07138533098977476,-0.05516443972153634,0.03873226976528496,0.02251137849704654,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CONFIRMED_TRANSITION,D0,5,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,13,13,13,8,7,7,7,8,-0.005727972207397018,0.012461059190031152,-0.005727972207397018,0.5384615384615384,0.08912852088201925,0.07720588235294112,-0.04328928805541042,-0.04049844236760125,0.46153846153846156,0.8461538461538461,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.5,0.0,-0.04972408994277571,-0.04173925667828106,0.006434801887365289,0.001240814310679808,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,CONFIRMED_TRANSITION,D0,10,D0_CONTEMPORANEOUS,D0_SEPARATE_NOT_PREDICTIVE,13,13,13,8,7,7,7,8,0.10103121672479243,0.1059190031152648,0.10103121672479243,0.6923076923076923,0.17349293034529986,0.18702290076335878,-0.04560276405309694,-0.04049844236760125,0.46153846153846156,0.8461538461538461,0.8333333333333334,0.16666666666666666,0.0,0.5,0.5,0.0,-0.07138533098977476,-0.05516443972153634,0.02578256693667782,0.01466599735393509,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,REFERENCE,ESTABLISHED_MAIN_RISE,5,REFERENCE,REFERENCE_ONLY,108,106,106,53,29,49,0,59,0.07094652181262474,0.047097480832420546,0.06819009092837731,0.6792452830188679,0.16194417661859162,0.15966139862582537,-0.04954223017640364,-0.03642144104371893,0.46226415094339623,0.8207547169811321,0.5862068965517241,0.3103448275862069,0.10344827586206896,0.43103448275862066,0.5172413793103449,0.0,-0.04972408994277571,-0.04173925667828106,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,REFERENCE,ESTABLISHED_MAIN_RISE,10,REFERENCE,REFERENCE_ONLY,108,106,106,53,29,49,0,59,0.13510072983049035,0.09587803250204893,0.12184792445213537,0.7169811320754716,0.2595350559414565,0.20306513409961682,-0.06942191525890123,-0.05426356589147286,0.5283018867924528,0.9056603773584906,0.5862068965517241,0.3103448275862069,0.10344827586206896,0.4482758620689655,0.5172413793103449,0.0,-0.07138533098977476,-0.05516443972153634,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,REFERENCE,NON_MAIN_RISE_BASELINE,5,REFERENCE,REFERENCE_ONLY,175,171,171,72,45,60,0,91,0.03706643547072606,0.01098901098901099,0.030051509504256245,0.5730994152046783,0.13103982273164508,0.1,-0.05403213078816122,-0.04363001745200701,0.4619883040935672,0.7485380116959064,0.5465116279069767,0.3488372093023256,0.046511627906976744,0.3372093023255814,0.4883720930232558,0.0,-0.04972408994277571,-0.04173925667828106,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
BOTH_WITHIN_1_SENSITIVITY,REFERENCE,NON_MAIN_RISE_BASELINE,10,REFERENCE,REFERENCE_ONLY,175,171,171,72,45,60,0,91,0.0602495208765695,0.03622250970245795,0.0552532087969505,0.6140350877192983,0.193653259687369,0.16852540272614625,-0.07785507146299052,-0.055408970976253295,0.543859649122807,0.8713450292397661,0.5813953488372093,0.36046511627906974,0.046511627906976744,0.4069767441860465,0.5116279069767442,0.0,-0.07138533098977476,-0.05516443972153634,,,+5% / +10% before -5%; same-session order unknown,UNKNOWN_RAW_ONLY
