cohort,event_semantics,observation_window,horizon,inference_role,comparison_purpose,evidence_as_of_rule,uses_d0_evidence,anti_leakage_status,N,outcome_n,matured_n,instrument_count,topic_count,date_count,event_count,pair_count,endpoint_mean,endpoint_median,endpoint_trimmed5_mean,positive_endpoint_rate,mfe_mean,mfe_median,mae_mean,mae_median,mae_le_minus5_rate,mfe_ge_5_rate,barrier_5_up_first_rate,barrier_5_down_first_rate,barrier_5_same_session_unknown_rate,barrier_10_up_first_rate,barrier_10_down_first_rate,barrier_10_same_session_unknown_rate,baseline_N,sample_retained_pct,opportunities_removed,delta_endpoint_mean,delta_endpoint_median,delta_mae_mean,delta_mae_median,small_sample_flag
A2,CANDIDATE_ONSET,D0,5,CONTEMPORANEOUS_TRANSITION_CONDITIONED,Technical Signal + transition context,D0 separately reported; contemporaneous transition conditioned,YES,D0_SEPARATE_NOT_PREDICTIVE,30,30,30,30,19,10,19,0,0.0037480620267267097,0.0018382352941176405,0.002401390117114147,0.5,0.0647990284874153,0.03590329447145901,-0.047622613419670876,-0.04977497006482512,0.5,0.4666666666666667,0.4,0.36666666666666664,0.0,0.1,0.5,0.0,1725,0.017391304347826087,1695,-0.030140027320800646,-0.010019657469286902,0.006341845358753005,-0.002947016249682577,YES
A2,CANDIDATE_ONSET,D0,10,CONTEMPORANEOUS_TRANSITION_CONDITIONED,Technical Signal + transition context,D0 separately reported; contemporaneous transition conditioned,YES,D0_SEPARATE_NOT_PREDICTIVE,30,30,30,30,19,10,19,0,0.013105886686413744,-0.017950909177230134,-0.00874871488537681,0.36666666666666664,0.1035193208162395,0.05077952504783867,-0.07219510051169857,-0.06903315982263347,0.6666666666666666,0.5,0.4,0.5,0.0,0.16666666666666666,0.6666666666666666,0.0,1725,0.017391304347826087,1695,-0.04436262450770314,-0.038170077925810564,0.002910197570427292,-0.004963188977152533,YES
A2,CONFIRMED_TRANSITION,D-3,5,PRIMARY_PRETRANSITION,Technical Signal + transition context,signal-date-only; D-3/D-2/D-1 exclude all later transition evidence,NO,PASS_D0_SEPARATED,10,10,10,10,10,8,10,0,0.09769105321674038,0.10683951098610367,0.09769105321674038,0.7,0.15145284822239816,0.12447436575788795,-0.049969474424009855,-0.039288398078870856,0.4,0.6,0.5,0.4,0.0,0.5,0.4,0.0,1725,0.005797101449275362,1715,0.06380296386921303,0.09498161822269913,0.003994984354414026,0.007539555736271686,YES
A2,CONFIRMED_TRANSITION,D-3,10,PRIMARY_PRETRANSITION,Technical Signal + transition context,signal-date-only; D-3/D-2/D-1 exclude all later transition evidence,NO,PASS_D0_SEPARATED,10,10,10,10,10,8,10,0,0.10974684719396237,-0.0021563694579671555,0.10974684719396237,0.5,0.24665206691491334,0.16992027967458423,-0.07549254996593806,-0.07047872340425532,0.6,0.6,0.5,0.5,0.0,0.5,0.5,0.0,1725,0.005797101449275362,1715,0.052278335999845486,-0.022375538206547585,-0.0003872518838121952,-0.006408752558774378,YES
A2,CONFIRMED_TRANSITION,D-2,5,PRIMARY_PRETRANSITION,Technical Signal + transition context,signal-date-only; D-3/D-2/D-1 exclude all later transition evidence,NO,PASS_D0_SEPARATED,4,3,3,4,3,3,3,0,0.1353973944071032,0.12200000000000011,0.1353973944071032,1.0,0.19811335158907975,0.19199999999999995,-0.012168616712306032,-0.002564102564102555,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1725,0.002318840579710145,1721,0.10150930505957584,0.11014210723659557,0.04179584206611785,0.04426385125103999,YES
A2,CONFIRMED_TRANSITION,D-2,10,PRIMARY_PRETRANSITION,Technical Signal + transition context,signal-date-only; D-3/D-2/D-1 exclude all later transition evidence,NO,PASS_D0_SEPARATED,4,3,3,4,3,3,3,0,0.24640112853705087,0.05048543689320395,0.24640112853705087,1.0,0.33913899261472075,0.19199999999999995,-0.016699361048875632,-0.01553398058252431,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1725,0.002318840579710145,1721,0.18893261734293398,0.03026626814462352,0.05840593703325023,0.04853599026295663,YES
A2,CONFIRMED_TRANSITION,D-1,5,PRIMARY_PRETRANSITION,Technical Signal + transition context,signal-date-only; D-3/D-2/D-1 exclude all later transition evidence,NO,PASS_D0_SEPARATED,8,8,8,8,8,7,8,0,0.13184129810975057,0.11596037424325811,0.13184129810975057,0.875,0.18650440634776563,0.15839820556801676,0.02115700303567282,0.011069695301946236,0.0,0.875,0.875,0.0,0.0,0.75,0.0,0.0,1725,0.00463768115942029,1717,0.09795320876222322,0.10410248147985357,0.07512146181409671,0.05789764911708878,YES
A2,CONFIRMED_TRANSITION,D-1,10,PRIMARY_PRETRANSITION,Technical Signal + transition context,signal-date-only; D-3/D-2/D-1 exclude all later transition evidence,NO,PASS_D0_SEPARATED,8,8,8,8,8,7,8,0,0.1729423931830391,0.1088592046675878,0.1729423931830391,0.875,0.2857613635734357,0.19613405462462064,0.004454593521890621,0.004615935771894675,0.125,1.0,1.0,0.0,0.0,0.75,0.125,0.0,1725,0.00463768115942029,1717,0.11547388198892222,0.08864003591900738,0.07955989160401648,0.06868590661737561,YES
A2,CONFIRMED_TRANSITION,D0,5,CONTEMPORANEOUS_TRANSITION_CONDITIONED,Technical Signal + transition context,D0 separately reported; contemporaneous transition conditioned,YES,D0_SEPARATE_NOT_PREDICTIVE,27,27,27,27,17,14,17,0,0.012739541474656094,0.012461059190031154,0.005286007192557034,0.5555555555555556,0.08110398266814452,0.05607476635514019,-0.050239004189012566,-0.055462184873949605,0.5185185185185185,0.6666666666666666,0.5185185185185185,0.25925925925925924,0.07407407407407407,0.18518518518518517,0.5185185185185185,0.0,1725,0.01565217391304348,1698,-0.021148547872871265,0.0006031664266266112,0.0037254545894113145,-0.008634231058807063,YES
A2,CONFIRMED_TRANSITION,D0,10,CONTEMPORANEOUS_TRANSITION_CONDITIONED,Technical Signal + transition context,D0 separately reported; contemporaneous transition conditioned,YES,D0_SEPARATE_NOT_PREDICTIVE,27,27,27,27,17,14,17,0,0.03351586283361617,-0.005649717514124131,0.02751227860865998,0.4444444444444444,0.13305417162058075,0.08906882591093113,-0.06560294020991524,-0.07268170426065157,0.5925925925925926,0.7037037037037037,0.5185185185185185,0.2962962962962963,0.07407407407407407,0.25925925925925924,0.5925925925925926,0.0,1725,0.01565217391304348,1698,-0.023952648360500713,-0.02586888626270456,0.009502357872210626,-0.00861173341517063,YES
A2,REFERENCE,ESTABLISHED_MAIN_RISE,5,REFERENCE,Prior-口徑/reference only,reference-only,NO,REFERENCE_ONLY,355,323,323,205,52,91,0,0,0.046424371992867905,0.02657342657342676,0.038932192497910474,0.5696594427244582,0.1374145638089187,0.10619469026548667,-0.054315561291300586,-0.049079754601227044,0.48606811145510836,0.7430340557275542,0.5872093023255814,0.3168604651162791,0.05232558139534884,0.4069767441860465,0.4738372093023256,0.0,1725,0.20579710144927535,1370,0.012536282645340548,0.014715533810022219,-0.00035110251287670535,-0.0022518007860845013,NO
A2,REFERENCE,ESTABLISHED_MAIN_RISE,10,REFERENCE,Prior-口徑/reference only,reference-only,NO,REFERENCE_ONLY,355,317,317,205,52,91,0,0,0.07010744435623399,0.032863849765258246,0.05929227674181527,0.5772870662460567,0.20266463205738222,0.1598694942903751,-0.08163394248805422,-0.07622504537205088,0.6246056782334385,0.8201892744479495,0.6005917159763313,0.34023668639053256,0.05325443786982249,0.4437869822485207,0.5325443786982249,0.0,1725,0.20579710144927535,1370,0.01263893316211711,0.012644681016677817,-0.0065286444059283605,-0.012155074526569942,NO
A2,REFERENCE,NON_MAIN_RISE_BASELINE,5,BASELINE,Prior-口徑/reference only,reference-only,NO,REFERENCE_ONLY,602,575,575,269,66,113,0,0,0.030824145477776177,0.004166666666666652,0.02011175272340817,0.5095652173913043,0.11808296419048143,0.08571428571428563,-0.05588201081741835,-0.04958677685950408,0.4991304347826087,0.6521739130434783,0.534453781512605,0.32100840336134456,0.05042016806722689,0.34789915966386553,0.47394957983193275,0.0,1725,0.34898550724637684,1123,-0.0030639438697511803,-0.007691226096737891,-0.0019175520389944703,-0.002758823044361536,NO
A2,REFERENCE,NON_MAIN_RISE_BASELINE,10,BASELINE,Prior-口徑/reference only,reference-only,NO,REFERENCE_ONLY,602,571,571,269,66,113,0,0,0.054157496977112966,0.014367816091954033,0.03994804229955868,0.553415061295972,0.17116020624927153,0.12280701754385959,-0.07486063366797671,-0.06127167630057806,0.5796847635726795,0.7653239929947461,0.5617597292724196,0.34686971235194586,0.05245346869712352,0.4027072758037225,0.5109983079526227,0.0,1725,0.34898550724637684,1123,-0.003311014217003916,-0.005851352656626396,0.0002446644141491511,0.0027982945449028795,NO
A2,REFERENCE,TECHNICAL_ALONE_BASELINE,5,TECHNICAL_ALONE_BASELINE,Technical signal alone,reference-only,NO,REFERENCE_ONLY,1725,1614,1614,562,78,121,0,0,0.03388808934752736,0.011857892763404543,0.024697899133328486,0.5408921933085502,0.1205421983966912,0.09051248382431298,-0.05396445877842388,-0.04682795381514254,0.47335811648079307,0.6771995043370508,0.5599527466036621,0.3071470761961016,0.0448907265209687,0.3626698168930892,0.4524512699350266,0.0,1725,1.0,0,0.0,0.0,0.0,0.0,NO
A2,REFERENCE,TECHNICAL_ALONE_BASELINE,10,TECHNICAL_ALONE_BASELINE,Technical signal alone,reference-only,NO,REFERENCE_ONLY,1725,1600,1600,562,78,121,0,0,0.05746851119411688,0.02021916874858043,0.0440888566054341,0.55875,0.17808735840050216,0.12761277843638863,-0.07510529808212586,-0.06406997084548094,0.581875,0.77,0.5843768634466309,0.3351222420989863,0.045915324985092425,0.4180083482409064,0.5050685748360167,0.0,1725,1.0,0,0.0,0.0,0.0,0.0,NO
LEGACY5,CANDIDATE_ONSET,D-3,5,PRIMARY_PRETRANSITION,Technical Signal + transition context,signal-date-only; D-3/D-2/D-1 exclude all later transition evidence,NO,PASS_D0_SEPARATED,4,4,4,4,4,3,4,0,0.04309591680733659,0.03303724808312733,0.04309591680733659,1.0,0.08498799444141697,0.09324735632737029,-0.038932355589480376,-0.03758584732659739,0.5,1.0,,,,,,,755,0.005298013245033113,751,0.008447365507583272,0.022872512228549326,0.020336233958135795,0.010322925625894597,YES
LEGACY5,CANDIDATE_ONSET,D-3,10,PRIMARY_PRETRANSITION,Technical Signal + transition context,signal-date-only; D-3/D-2/D-1 exclude all later transition evidence,NO,PASS_D0_SEPARATED,4,4,4,4,4,3,4,0,0.018580749564805096,0.03144829081448291,0.018580749564805096,0.5,0.0986018558275556,0.09337744232867115,-0.03929731909313001,-0.03831577433389666,0.5,1.0,,,,,,,755,0.005298013245033113,751,-0.039272514795109445,0.002172481877657024,0.04632091013500186,0.027721961515159946,YES
