state,horizon,state_N,state_mean,state_median,state_win_rate,method_a_N,method_a_mean,method_a_median,method_a_win_rate,delta_mean,delta_median,delta_win_rate,value_beyond_ma60_horizon
A1_PRE_BREAKOUT,1,681,0.006237143832012744,0.0,0.4933920704845815,15595,0.002940682592923023,0.0,0.4721385059313883,0.0032964612390897208,0.0,0.021253564553193216,POSITIVE
A1_PRE_BREAKOUT,3,649,0.013089157524164601,0.002881844380403458,0.5238828967642527,15026,0.008823432144951631,-0.0025189076696614386,0.48030081192599494,0.00426572537921297,0.005400752050064897,0.04358208483825776,POSITIVE
A1_PRE_BREAKOUT,5,612,0.020637173727993056,0.003976158856636944,0.5294117647058824,14455,0.01574626974744684,0.0,0.4936700103770322,0.004890903980546216,0.003976158856636944,0.035741754328850184,POSITIVE
A1_PRE_BREAKOUT,10,536,0.04758732410234259,0.011928476569910832,0.5764925373134329,13073,0.02970801665961019,0.004048582995951417,0.5085290292970244,0.017879307442732403,0.007879893573959415,0.06796350801640849,POSITIVE
A2_CONFIRMED_BREAKOUT,1,505,0.013336499095067261,0.004884004884004884,0.5346534653465347,15595,0.002940682592923023,0.0,0.4721385059313883,0.010395816502144238,0.004884004884004884,0.0625149594151464,POSITIVE
A2_CONFIRMED_BREAKOUT,3,488,0.017082845659529257,0.002680160875585152,0.5040983606557377,15026,0.008823432144951631,-0.0025189076696614386,0.48030081192599494,0.008259413514577625,0.00519906854524659,0.023797548729742712,POSITIVE
A2_CONFIRMED_BREAKOUT,5,468,0.026113584459963746,0.0112451958928469,0.5448717948717948,14455,0.01574626974744684,0.0,0.4936700103770322,0.010367314712516906,0.0112451958928469,0.05120178449476265,POSITIVE
A2_CONFIRMED_BREAKOUT,10,428,0.04034718260556977,0.0006775067750677507,0.5,13073,0.02970801665961019,0.004048582995951417,0.5085290292970244,0.01063916594595958,-0.003371076220883666,-0.00852902929702437,MIXED
