state,state_id,state_version,horizon,N,EVALUABLE_N,CENSORED_N,EVENT_EXCLUDED_N,MEAN_RETURN,MEDIAN_RETURN,WIN_RATE,POSITIVE_RETURN_RATE,P25,P75,BEST_RETURN,WORST_RETURN,STANDARD_DEVIATION,MFE,MAE,MEAN_EXCLUDING_TOP_1PCT,MEAN_EXCLUDING_TOP_5PCT,TOP_5_PERCENT_POSITIVE_PNL_SHARE
A2_CONFIRMED_BREAKOUT,CORE_V0_A2_CONFIRMED_BREAKOUT,core-v0-a2-confirmed-breakout.v1,1,512,505,3,4,0.013336499095067261,0.004884004884004884,0.5346534653465347,0.5346534653465347,-0.028350515463917526,0.06343283582089553,0.1,-0.1,0.05913523923315429,,,0.013509148664631545,0.01438688731961498,0.16404024120681324
A2_CONFIRMED_BREAKOUT,CORE_V0_A2_CONFIRMED_BREAKOUT,core-v0-a2-confirmed-breakout.v1,3,512,488,9,15,0.017082845659529257,0.002680160875585152,0.5040983606557377,0.5040983606557377,-0.055358083201685095,0.07455908021729796,0.32926829268292684,-0.22794117647058823,0.10697155098083785,,,0.017652599779713767,0.019127308462040395,0.3091787504846939
A2_CONFIRMED_BREAKOUT,CORE_V0_A2_CONFIRMED_BREAKOUT,core-v0-a2-confirmed-breakout.v1,5,512,468,14,30,0.026113584459963746,0.0112451958928469,0.5448717948717948,0.5448717948717948,-0.07029970326409496,0.0883632604985457,0.6059602649006622,-0.30367647058823527,0.1422842019592268,,,0.027395898680024993,0.029255640832113676,0.32660435095728996
A2_CONFIRMED_BREAKOUT,CORE_V0_A2_CONFIRMED_BREAKOUT,core-v0-a2-confirmed-breakout.v1,10,512,428,29,55,0.04034718260556977,0.0006775067750677507,0.5,0.5,-0.08402038051844099,0.13877942471601512,0.9015706806282723,-0.4637305699481865,0.20338231656402989,,,0.04140548164900165,0.04162590979114265,0.33909698566784097
