state,state_id,state_version,horizon,N,EVALUABLE_N,CENSORED_N,EVENT_EXCLUDED_N,MEAN_RETURN,MEDIAN_RETURN,WIN_RATE,POSITIVE_RETURN_RATE,P25,P75,BEST_RETURN,WORST_RETURN,STANDARD_DEVIATION,MFE,MAE,MEAN_EXCLUDING_TOP_1PCT,MEAN_EXCLUDING_TOP_5PCT,TOP_5_PERCENT_POSITIVE_PNL_SHARE
A1_PRE_BREAKOUT,CORE_V0_A1_PRE_BREAKOUT,core-v0-a1-pre-breakout.v1,1,700,681,13,6,0.006237143832012744,0.0,0.4933920704845815,0.4933920704845815,-0.01583710407239819,0.02096177558569667,0.1,-0.16110304789550073,0.042165294485347726,,,0.006049264786952275,0.006152023212697246,0.2837771192671807
A1_PRE_BREAKOUT,CORE_V0_A1_PRE_BREAKOUT,core-v0-a1-pre-breakout.v1,3,700,649,34,17,0.013089157524164601,0.002881844380403458,0.5238828967642527,0.5238828967642527,-0.025157232704402517,0.036048064085447265,0.3289617486338798,-0.26956521739130435,0.07442647462783798,,,0.012524792559121064,0.013182157060117385,0.3610468365928196
A1_PRE_BREAKOUT,CORE_V0_A1_PRE_BREAKOUT,core-v0-a1-pre-breakout.v1,5,700,612,54,34,0.020637173727993056,0.003976158856636944,0.5294117647058824,0.5294117647058824,-0.02724706904038211,0.054291489361702125,0.6043715846994535,-0.3072463768115942,0.10468035908668778,,,0.019987505737816557,0.020811712809861313,0.37075641326141723
A1_PRE_BREAKOUT,CORE_V0_A1_PRE_BREAKOUT,core-v0-a1-pre-breakout.v1,10,700,536,90,74,0.04758732410234259,0.011928476569910832,0.5764925373134329,0.5764925373134329,-0.03925440351614345,0.0978012135520212,0.795,-0.32753623188405795,0.16388684582423704,,,0.04636494216997039,0.04878968044729969,0.32842473089678675
