lineage_status,row_count
CURRENT_TAXONOMY_NON_PIT;PRICE_CANONICAL;ROLE_AUTHORITY_AVAILABLE,9625
CURRENT_TAXONOMY_NON_PIT;PRICE_CANONICAL;ROLE_AUTHORITY_PARTIAL,6625
