analysis_window,endpoint_condition,mfe_condition,endpoint_nonpositive_count,count,percentage,interpretation
H5,ENDPOINT_RETURN_LE_0,MFE_GE_+3PCT,2646,1203,0.4546485260770975,PATH_ENDPOINT_DISAGREEMENT_CANDIDATE; not strategy success and not an Owner label
H5,ENDPOINT_RETURN_LE_0,MFE_GE_+5PCT,2646,758,0.28647014361300077,PATH_ENDPOINT_DISAGREEMENT_CANDIDATE; not strategy success and not an Owner label
H5,ENDPOINT_RETURN_LE_0,MFE_GE_+10PCT,2646,152,0.05744520030234316,PATH_ENDPOINT_DISAGREEMENT_CANDIDATE; not strategy success and not an Owner label
H5,ENDPOINT_RETURN_LE_0,MFE_GE_+15PCT,2646,48,0.018140589569160998,PATH_ENDPOINT_DISAGREEMENT_CANDIDATE; not strategy success and not an Owner label
H10,ENDPOINT_RETURN_LE_0,MFE_GE_+3PCT,2559,1413,0.552168815943728,PATH_ENDPOINT_DISAGREEMENT_CANDIDATE; not strategy success and not an Owner label
H10,ENDPOINT_RETURN_LE_0,MFE_GE_+5PCT,2559,967,0.3778819851504494,PATH_ENDPOINT_DISAGREEMENT_CANDIDATE; not strategy success and not an Owner label
H10,ENDPOINT_RETURN_LE_0,MFE_GE_+10PCT,2559,328,0.1281750683860883,PATH_ENDPOINT_DISAGREEMENT_CANDIDATE; not strategy success and not an Owner label
H10,ENDPOINT_RETURN_LE_0,MFE_GE_+15PCT,2559,156,0.06096131301289566,PATH_ENDPOINT_DISAGREEMENT_CANDIDATE; not strategy success and not an Owner label
