candidate_id,event_count,retention,instrument_count,active_date_count,year_counts,market_counts,temporal_coverage,T1_evaluable_count,T1_stats,T3_evaluable_count,T3_stats,T5_evaluable_count,T5_stats,T10_evaluable_count,T10_stats,entry_proxy,extension_band,candidate_frozen_at_T,no_other_extension_bands_evaluated_for_readiness,gross_descriptive_metrics,outlier_dependence,disposition
A2_CLOSE_GT_2_TO_3PCT,712,0.13492514686374835,399,288,"{2024: 40, 2025: 391, 2026: 281}","{'TPE': 437, 'TWO': 275}",2024_PARTIAL|2025|2026_THROUGH_CANONICAL_END,712,"{'n': 712, 'mean': 0.007819657936944849, 'median': 0.0, 'min': -0.10217391304347834, 'max': 0.10000000000000009}",708,"{'n': 708, 'mean': 0.015592808508574507, 'median': 0.0, 'min': -0.19865319865319864, 'max': 0.3284936479128857}",704,"{'n': 704, 'mean': 0.024590695764325456, 'median': 0.0023672650664513517, 'min': -0.3221884498480243, 'max': 0.6018957345971565}",696,"{'n': 696, 'mean': 0.040951350169672045, 'median': 0.0048112632907293396, 'min': -0.5075987841945289, 'max': 0.801948051948052}",OBSERVABLE_A2_CLOSE,GT_2_TO_3PCT,True,True,True,"{'top_date_share': 0.014044943820224719, 'top_5_instrument_share': 0.0351123595505618}",READY_WITH_BOUNDED_LIMITATIONS
