instrument_identity,stock_code,market,identity_source,identity_authority_state,listing_status,technical_result_status,technical_eligibility,qualification_run_state,required_warmup_availability,ma60_calculable,continuity_state,event_lookup_state,pit_state,availability_reason
TPE:3042,3042,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3044,3044,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3048,3048,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3055,3055,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3058,3058,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3060,3060,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3071,3071,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3081,3081,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3090,3090,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3094,3094,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3105,3105,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3114,3114,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3131,3131,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3147,3147,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3149,3149,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3152,3152,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3163,3163,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3167,3167,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3189,3189,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3191,3191,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3211,3211,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3213,3213,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3221,3221,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3231,3231,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3234,3234,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3236,3236,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3257,3257,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3260,3260,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3264,3264,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3265,3265,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3268,3268,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3285,3285,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3288,3288,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3290,3290,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3296,3296,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3308,3308,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3317,3317,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3321,3321,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3322,3322,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3324,3324,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3338,3338,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3339,3339,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3346,3346,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3357,3357,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3360,3360,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3362,3362,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3363,3363,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3374,3374,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3390,3390,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3413,3413,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3441,3441,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3443,3443,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3450,3450,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3479,3479,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3481,3481,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3483,3483,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3484,3484,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3491,3491,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3498,3498,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3504,3504,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3526,3526,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3527,3527,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3528,3528,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3529,3529,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3532,3532,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3535,3535,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3537,3537,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3543,3543,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3550,3550,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3556,3556,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3558,3558,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3564,3564,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3576,3576,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3577,3577,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3583,3583,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3588,3588,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3596,3596,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TWO:3597,3597,TWO,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
TPE:3605,3605,TPE,tw-reference-v1,CANONICAL_507_ONLY,REFERENCE_ONLY,UNAVAILABLE,UNAVAILABLE,NOT_RUN_SOURCE_CONTRACT_BLOCKED,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,SOURCE_CONTRACT_NOT_CANONICAL_FOR_603_UNIVERSE
