revision_id,down_revision,file_path,historical_source_commit,historical_source_branch,source_hash,candidate_hash,exact_match
0040_task_a10_recovery_checkpoint_observability,0039_task_a9_b2_formal_correction_supersession,services/api/alembic/versions/0040_task_a10_recovery_checkpoint_observability.py,51dbe48db203adb56e5fbc47da2f44b0e33997d2,codex/a10-a9-isolated-quote-closure-20260912,20b5947c4e8441468e78f4adc46de59c892b2c5d,20b5947c4e8441468e78f4adc46de59c892b2c5d,YES
0041_task_fund_a_market_flow_formal_capability,0040_task_a10_recovery_checkpoint_observability,services/api/alembic/versions/0041_task_fund_a_market_flow_formal_capability.py,6d9b87a22be955ab3c19871d17a39037acd968d7,codex/task-m1-formal-pipeline-final-closure-001,0d0508e1fbdb5ae3c3dc48c3e180f6bee44c54aa,0d0508e1fbdb5ae3c3dc48c3e180f6bee44c54aa,YES
0042_task_fund_b_stock_institutional_flow_forward,0041_task_fund_a_market_flow_formal_capability,services/api/alembic/versions/0042_task_fund_b_stock_institutional_flow_forward.py,6d9b87a22be955ab3c19871d17a39037acd968d7,codex/task-m1-formal-pipeline-final-closure-001,32cb26c74be8a538c0f102ce5efe16264980fbd0,32cb26c74be8a538c0f102ce5efe16264980fbd0,YES
0043_task_m1_role_based_d001_importance,0042_task_fund_b_stock_institutional_flow_forward,services/api/alembic/versions/0043_task_m1_role_based_d001_importance.py,b1294010d8e51a2130a98a14cb39947e76ce8036,codex/task-m1-formal-pipeline-final-closure-001,5f039ccb18dad71338d7be5cb3ec71b08a26bc2c,5f039ccb18dad71338d7be5cb3ec71b08a26bc2c,YES
0044_task_m1_formal_opportunity_publication,0043_task_m1_role_based_d001_importance,services/api/alembic/versions/0044_task_m1_formal_opportunity_publication.py,11ae11fcb7785d7dce52a6a4ffc619700cdf149f,codex/task-m1-formal-pipeline-final-closure-001,9bc0f54e44de0d4535527fa3678ce1026ec86a16,9bc0f54e44de0d4535527fa3678ce1026ec86a16,YES
0045_task_m1_formal_score_grade_publication,0044_task_m1_formal_opportunity_publication,services/api/alembic/versions/0045_task_m1_formal_score_grade_publication.py,9fd442f4e5cc79ac65b23081fb53deb0233d553d,codex/task-m1-formal-pipeline-final-closure-001,425a1d39a420a99fe413a8057d66eda8be341c86,425a1d39a420a99fe413a8057d66eda8be341c86,YES
