pair_index,sample_bucket,stratum,successful_anchor_id,successful_episode_id,successful_instrument_id,successful_stock_code,successful_date,successful_market,successful_T5,successful_T10,successful_MFE_T5,successful_MAE_T5,control_anchor_id,control_instrument_id,control_stock_code,control_date,control_market,control_T5,control_T10,control_MFE_T5,control_MAE_T5,match_tier,date_distance_days,control_liquidity_quintile,control_volatility_quintile,control_price_scale_bucket,successful_liquidity_quintile,successful_volatility_quintile,successful_price_scale_bucket,successful_ma60_eligible,control_ma60_eligible,control_source_lineage,successful_source_lineage,successful_pit_status,control_pit_status,pit_snapshots_success_control,robust_signal_comparison,promising_signal_comparison,selection_note
1,T5_GE_10,T5_GE_10,074bad8319c65e32d2a12a6f1e0c4e637b3efd69d2fb1416ffb2638c69194547,T5_GE_10:074bad8319c65e32d2a12a6f1e0c4e637b3efd69d2fb1416ffb2638c69194547,e7efd211-2b84-4dd9-823b-8a3a59678f4d,3706,2024-11-12,TPE,0.15094339622641506,0.30974842767295585,0.15094339622641506,-0.01729559748427678,bb384b9ca794d7502e1f3490dae0fb94cdc8eee0be52bac182f1e620e0968f7a,0a322e9b-e195-4f20-a921-5923c9c1e5e1,2408,2024-11-12,TPE,-0.050000000000000044,-0.08205128205128209,NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS,NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS,1,0,4,2,3,4,2,3,True,NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS,instrument:0a322e9b-e195-4f20-a921-5923c9c1e5e1|source:TWSE_OFFICIAL_DAILY|adapter:twse-official-daily.v1|observation:51befa0f-39cb-455a-82ce-b31cf82be62a|normalization:normalization-contract-v1|mapping:historical-daily-mapping-v1|reference:sdf-reference-603-v1,instrument:e7efd211-2b84-4dd9-823b-8a3a59678f4d|source:TWSE_OFFICIAL_DAILY|adapter:twse-official-daily.v2|observation:e3bf45fb-fab3-4cb5-8914-0643c894621a|normalization:normalization-contract-v1|mapping:historical-daily-mapping-v1|reference:sdf-reference-603-v1,PIT_SAFE,PIT_SAFE,"{""D-1"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""NEITHER\"",\""compression_range20\"":\""0.25841750841750843\"",\""compression_ratio\"":\""0.8729641693811073\"",\""compression_volatility_contraction\"":\""1.2953038813708018\"",\""momentum_macd_hist\"":\""1.0787694743635314\"",\""momentum_raw5\"":\""0.2885032537960954\"",\""momentum_rsi\"":\""88.19373128527874\"",\""trend_alignment_bearish\"":\""False\"",\""trend_alignment_bullish\"":\""True\"",\""trend_close_vs_ma20\"":\""0.24332810047095763\"",\""trend_ma20_slope_5\"":\""0.030355313527794227\"",\""volume_contraction\"":\""False\"",\""volume_ratio20\"":\""2.7079527468526563\""}""},""D-10"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""NEITHER\"",\""compression_range20\"":\""0.06881720430107517\"",\""compression_ratio\"":\""0.421875000000001\"",\""compression_volatility_contraction\"":\""1.0923515471208023\"",\""momentum_macd_hist\"":\""-0.07898241865765471\"",\""momentum_raw5\"":\""-0.009584664536741214\"",\""momentum_rsi\"":\""56.042541155449115\"",\""trend_alignment_bearish\"":\""False\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""0.005514109633473945\"",\""trend_ma20_slope_5\"":\""0.005490025547643588\"",\""volume_contraction\"":\""True\"",\""volume_ratio20\"":\""0.6134191986320401\""}""},""D-20"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""NEITHER\"",\""compression_range20\"":\""0.0919786096256684\"",\""compression_ratio\"":\""0.5348837209302323\"",\""compression_volatility_contraction\"":\""0.4378452381735647\"",\""momentum_macd_hist\"":\""0.0644504237777853\"",\""momentum_raw5\"":\""0.028602860286028604\"",\""momentum_rsi\"":\""65.50109502088421\"",\""trend_alignment_bearish\"":\""False\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""0.02651369599824347\"",\""trend_ma20_slope_5\"":\""0.019874594110401874\"",\""volume_contraction\"":\""True\"",\""volume_ratio20\"":\""0.8616138108424224\""}""},""D-3"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""NEITHER\"",\""compression_range20\"":\""0.11088504577822997\"",\""compression_ratio\"":\""1.0\"",\""compression_volatility_contraction\"":\""1.3931988922194434\"",\""momentum_macd_hist\"":\""0.12695401166172707\"",\""momentum_raw5\"":\""0.07549234135667396\"",\""momentum_rsi\"":\""70.05608063947582\"",\""trend_alignment_bearish\"":\""False\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""0.05229352887651866\"",\""trend_ma20_slope_5\"":\""0.009673584089926614\"",\""volume_contraction\"":\""False\"",\""volume_ratio20\"":\""3.526883900539871\""}""},""D-5"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""NEITHER\"",\""compression_range20\"":\""0.07911392405063292\"",\""compression_ratio\"":\""1.0\"",\""compression_volatility_contraction\"":\""1.488918128014398\"",\""momentum_macd_hist\"":\""-0.061130195382330464\"",\""momentum_raw5\"":\""0.01935483870967742\"",\""momentum_rsi\"":\""61.73749998835177\"",\""trend_alignment_bearish\"":\""False\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""0.020122672979662005\"",\""trend_ma20_slope_5\"":\""0.004757271056330543\"",\""volume_contraction\"":\""False\"",\""volume_ratio20\"":\""2.0713144713755445\""}""},""D0"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""NEITHER\"",\""compression_range20\"":\""0.33097484276729555\"",\""compression_ratio\"":\""0.8598574821852729\"",\""compression_volatility_contraction\"":\""1.1577520053333852\"",\""momentum_macd_hist\"":\""1.633232996509493\"",\""momentum_raw5\"":\""0.34177215189873417\"",\""momentum_rsi\"":\""90.75207468079795\"",\""trend_alignment_bearish\"":\""False\"",\""trend_alignment_bullish\"":\""True\"",\""trend_close_vs_ma20\"":\""0.30817092610685454\"",\""trend_ma20_slope_5\"":\""0.04632519100398141\"",\""volume_contraction\"":\""False\"",\""volume_ratio20\"":\""12.066037733394241\""}""}}","Success-side observed robust rows by day: {""D-1"":[""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_3"",""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_5"",""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_3"",""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_5""],""D-10"":[],""D-20"":[],""D-3"":[""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_3"",""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_5""],""D-5"":[],""D0"":[""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_3"",""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_5"",""TREND_STRUCTURE/ma_alignment_bearish/T10_GE_3"",""TREND_STRUCTURE/ma_alignment_bearish/T10_GE_5"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_3""]}; control-side feature values are NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS.","Success-side observed promising rows by day: {""D-1"":[""TREND_STRUCTURE/ma_alignment_bearish/T10_GE_3"",""TREND_STRUCTURE/ma_alignment_bearish/T10_GE_5""],""D-10"":[""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_10"",""VOLATILITY_COMPRESSION/realized_vol_20/T5_GE_10"",""VOLATILITY_COMPRESSION/realized_vol_20/T5_GE_5"",""VOLATILITY_COMPRESSION/true_range_pct/T5_GE_10"",""VOLATILITY_COMPRESSION/rolling_range_pct_5/T5_GE_10"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_5""],""D-20"":[""VOLATILITY_COMPRESSION/realized_vol_20/T5_GE_10"",""VOLATILITY_COMPRESSION/realized_vol_20/T5_GE_5"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_10""],""D-3"":[""VOLUME_PARTICIPATION/volume_contraction_state/T10_GE_3"",""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_3"",""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_10""],""D-5"":[""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_3"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_10""],""D0"":[""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_5"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_10"",""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_10"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T10_GE_10""]}; control-side feature values are NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS.",Deterministic date/instrument-spread sample from existing matched rows; no rematching and no outcome-optimizing feature selection.
2,T5_GE_10,T5_GE_10,403a5606880260eeee2249be4f1ca0a133c20ae5c6a4f250fbedc4ef397158ac,T5_GE_10:403a5606880260eeee2249be4f1ca0a133c20ae5c6a4f250fbedc4ef397158ac,45f0e7ec-5529-46b6-9014-2bb2e838b20b,2425,2025-05-07,TPE,0.12198581560283683,0.052482269503546064,0.20709219858156014,-0.01276595744680864,94765d4b41496df40bb6e3d07fd0bd083449c7f5c5c79dc1219500f197f430db,194d5684-edde-435c-8fab-8c8250a3ba16,3312,2025-05-07,TPE,0.039682539682539764,0.029761904761904656,NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS,NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS,1,0,3,3,3,3,3,3,True,NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS,instrument:194d5684-edde-435c-8fab-8c8250a3ba16|source:TWSE_OFFICIAL_DAILY|adapter:twse-official-daily.v2|observation:22f240cb-7cb8-40f2-b5a7-6161a789fad7|normalization:normalization-contract-v1|mapping:historical-daily-mapping-v1|reference:sdf-reference-603-v1,instrument:45f0e7ec-5529-46b6-9014-2bb2e838b20b|source:TWSE_OFFICIAL_DAILY|adapter:twse-official-daily.v1|observation:8936d005-78d2-45a9-8d3f-e8fef36eb698|normalization:normalization-contract-v1|mapping:historical-daily-mapping-v1|reference:sdf-reference-603-v1,PIT_SAFE,PIT_SAFE,"{""D-1"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""A1_TO_A2\"",\""compression_range20\"":\""0.345108695652174\"",\""compression_ratio\"":\""0.2952755905511811\"",\""compression_volatility_contraction\"":\""0.6021532666133794\"",\""momentum_macd_hist\"":\""0.34589960899496425\"",\""momentum_raw5\"":\""0.013774104683195593\"",\""momentum_rsi\"":\""58.128493684358354\"",\""trend_alignment_bearish\"":\""False\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""0.0937732203893593\"",\""trend_ma20_slope_5\"":\""0.01754120671404825\"",\""volume_contraction\"":\""False\"",\""volume_ratio20\"":\""1.469877651275982\""}""},""D-10"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""NEITHER\"",\""compression_range20\"":\""0.34468085106382973\"",\""compression_ratio\"":\""0.3744855967078194\"",\""compression_volatility_contraction\"":\""0.42091070436930283\"",\""momentum_macd_hist\"":\""0.6380935604986265\"",\""momentum_raw5\"":\""0.06980273141122914\"",\""momentum_rsi\"":\""55.68721229974897\"",\""trend_alignment_bearish\"":\""False\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""0.06447229352257279\"",\""trend_ma20_slope_5\"":\""-0.008013180558675902\"",\""volume_contraction\"":\""False\"",\""volume_ratio20\"":\""1.5037462166747255\""}""},""D-20"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""NEITHER\"",\""compression_range20\"":\""0.33333333333333326\"",\""compression_ratio\"":\""0.7807486631016045\"",\""compression_volatility_contraction\"":\""1.51643439039109\"",\""momentum_macd_hist\"":\""-0.6873091750501277\"",\""momentum_raw5\"":\""-0.2076271186440678\"",\""momentum_rsi\"":\""21.097363319542396\"",\""trend_alignment_bearish\"":\""True\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""-0.19448632349773848\"",\""trend_ma20_slope_5\"":\""-0.03082382410242142\"",\""volume_contraction\"":\""True\"",\""volume_ratio20\"":\""0.1590016949979756\""}""},""D-3"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""A1_TO_A2\"",\""compression_range20\"":\""0.330188679245283\"",\""compression_ratio\"":\""0.16734693877551\"",\""compression_volatility_contraction\"":\""0.3844538146572886\"",\""momentum_macd_hist\"":\""0.4723533361306864\"",\""momentum_raw5\"":\""0.030555555555555555\"",\""momentum_rsi\"":\""60.903702667965696\"",\""trend_alignment_bearish\"":\""False\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""0.11394685482660266\"",\""trend_ma20_slope_5\"":\""0.007715582450832151\"",\""volume_contraction\"":\""False\"",\""volume_ratio20\"":\""1.639105137005322\""}""},""D-5"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""A1_ONLY\"",\""compression_range20\"":\""0.3217753120665743\"",\""compression_ratio\"":\""0.17241379310344823\"",\""compression_volatility_contraction\"":\""0.11977619494698843\"",\""momentum_macd_hist\"":\""0.5668249129904329\"",\""momentum_raw5\"":\""0.02269503546099291\"",\""momentum_rsi\"":\""57.74861994746456\"",\""trend_alignment_bearish\"":\""False\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""0.08920613339376088\"",\""trend_ma20_slope_5\"":\""-0.000528461422316334\"",\""volume_contraction\"":\""True\"",\""volume_ratio20\"":\""0.6008645540280442\""}""},""D0"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""A1_TO_A2\"",\""compression_range20\"":\""0.3602836879432625\"",\""compression_ratio\"":\""0.3346456692913385\"",\""compression_volatility_contraction\"":\""0.7875080160681306\"",\""momentum_macd_hist\"":\""0.2124883286904691\"",\""momentum_raw5\"":\""-0.022191400832177532\"",\""momentum_rsi\"":\""51.38448349654648\"",\""trend_alignment_bearish\"":\""False\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""0.03661226290251426\"",\""trend_ma20_slope_5\"":\""0.027418989349648946\"",\""volume_contraction\"":\""False\"",\""volume_ratio20\"":\""1.5159492738429245\""}""}}","Success-side observed robust rows by day: {""D-1"":[""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_3"",""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_5"",""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_3"",""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_5""],""D-10"":[],""D-20"":[],""D-3"":[""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_3"",""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_5""],""D-5"":[],""D0"":[""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_3"",""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_5"",""TREND_STRUCTURE/ma_alignment_bearish/T10_GE_3"",""TREND_STRUCTURE/ma_alignment_bearish/T10_GE_5"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_3""]}; control-side feature values are NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS.","Success-side observed promising rows by day: {""D-1"":[""TREND_STRUCTURE/ma_alignment_bearish/T10_GE_3"",""TREND_STRUCTURE/ma_alignment_bearish/T10_GE_5""],""D-10"":[""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_10"",""VOLATILITY_COMPRESSION/realized_vol_20/T5_GE_10"",""VOLATILITY_COMPRESSION/realized_vol_20/T5_GE_5"",""VOLATILITY_COMPRESSION/true_range_pct/T5_GE_10"",""VOLATILITY_COMPRESSION/rolling_range_pct_5/T5_GE_10"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_5""],""D-20"":[""VOLATILITY_COMPRESSION/realized_vol_20/T5_GE_10"",""VOLATILITY_COMPRESSION/realized_vol_20/T5_GE_5"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_10""],""D-3"":[""VOLUME_PARTICIPATION/volume_contraction_state/T10_GE_3"",""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_3"",""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_10""],""D-5"":[""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_3"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_10""],""D0"":[""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_5"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_10"",""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_10"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T10_GE_10""]}; control-side feature values are NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS.",Deterministic date/instrument-spread sample from existing matched rows; no rematching and no outcome-optimizing feature selection.
3,T5_GE_10,T5_GE_10,be18d68f35a5a37de17f0cb8a63baeef47ed99bf5d365867bd4586ddb7543a8a,T5_GE_10:be18d68f35a5a37de17f0cb8a63baeef47ed99bf5d365867bd4586ddb7543a8a,d5a44ba7-e02a-4178-83ec-92b9cca68620,6870,2025-11-21,TWO,0.10541310541310533,0.07692307692307687,0.12535612535612528,0.01139601139601143,b7dcc13ec41676add5859964677d56a5def932b10ce451e4cc345024731f89cc,2d21be3b-c61a-40e8-9f0c-ec5ed400bc67,6690,2025-11-21,TWO,0.049689440993788914,0.08074534161490687,NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS,NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS,1,0,1,1,4,1,1,4,True,NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS,instrument:2d21be3b-c61a-40e8-9f0c-ec5ed400bc67|source:TPEX_OFFICIAL_DAILY|adapter:tpex-official-daily.v2|observation:369d089e-b16a-434d-b328-7de4deaf55b2|normalization:normalization-contract-v1|mapping:historical-daily-mapping-v1|reference:sdf-reference-603-v1,instrument:d5a44ba7-e02a-4178-83ec-92b9cca68620|source:TPEX_OFFICIAL_DAILY|adapter:tpex-official-daily.v2|observation:ee831041-577b-41d9-9f74-2f058f58bda1|normalization:normalization-contract-v1|mapping:historical-daily-mapping-v1|reference:sdf-reference-603-v1,PIT_SAFE,PIT_SAFE,"{""D-1"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""NEITHER\"",\""compression_range20\"":\""0.17597765363128492\"",\""compression_ratio\"":\""0.41269841269841273\"",\""compression_volatility_contraction\"":\""0.7751378573693536\"",\""momentum_macd_hist\"":\""-0.6128473885129927\"",\""momentum_raw5\"":\""-0.06036745406824147\"",\""momentum_rsi\"":\""30.590137835774414\"",\""trend_alignment_bearish\"":\""True\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""-0.05553357076902786\"",\""trend_ma20_slope_5\"":\""-0.02944565356548457\"",\""volume_contraction\"":\""True\"",\""volume_ratio20\"":\""0.5620608899297423\""}""},""D-10"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""NEITHER\"",\""compression_range20\"":\""0.22281167108753316\"",\""compression_ratio\"":\""0.36904761904761907\"",\""compression_volatility_contraction\"":\""0.9467412285221033\"",\""momentum_macd_hist\"":\""-1.364155208677527\"",\""momentum_raw5\"":\""-0.023316062176165803\"",\""momentum_rsi\"":\""36.39546839361897\"",\""trend_alignment_bearish\"":\""False\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""-0.054782499686599026\"",\""trend_ma20_slope_5\"":\""-0.02979810265142301\"",\""volume_contraction\"":\""True\"",\""volume_ratio20\"":\""0.46720575022461813\""}""},""D-20"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""NEITHER\"",\""compression_range20\"":\""0.1188118811881188\"",\""compression_ratio\"":\""0.33333333333333337\"",\""compression_volatility_contraction\"":\""0.45197411600487575\"",\""momentum_macd_hist\"":\""-1.1308500988257266\"",\""momentum_raw5\"":\""-0.024154589371980676\"",\""momentum_rsi\"":\""42.91859315415793\"",\""trend_alignment_bearish\"":\""False\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""-0.032682868430503956\"",\""trend_ma20_slope_5\"":\""-0.024751897256275593\"",\""volume_contraction\"":\""True\"",\""volume_ratio20\"":\""0.5223367697594502\""}""},""D-3"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""NEITHER\"",\""compression_range20\"":\""0.17307692307692307\"",\""compression_ratio\"":\""0.9047619047619048\"",\""compression_volatility_contraction\"":\""0.9749088445515887\"",\""momentum_macd_hist\"":\""-0.32387560770702944\"",\""momentum_raw5\"":\""-0.029333333333333333\"",\""momentum_rsi\"":\""31.99074391222887\"",\""trend_alignment_bearish\"":\""True\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""-0.052823315118397114\"",\""trend_ma20_slope_5\"":\""-0.024990485855638633\"",\""volume_contraction\"":\""True\"",\""volume_ratio20\"":\""0.6520450503852994\""}""},""D-5"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""NEITHER\"",\""compression_range20\"":\""0.15591397849462366\"",\""compression_ratio\"":\""0.8965517241379309\"",\""compression_volatility_contraction\"":\""0.9147946135227009\"",\""momentum_macd_hist\"":\""-0.12194886717765244\"",\""momentum_raw5\"":\""-0.013262599469496022\"",\""momentum_rsi\"":\""35.758325238143556\"",\""trend_alignment_bearish\"":\""True\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""-0.04234779250868835\"",\""trend_ma20_slope_5\"":\""-0.02607496552588701\"",\""volume_contraction\"":\""True\"",\""volume_ratio20\"":\""0.22528160200250313\""}""},""D0"":{""control"":""NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS"",""success"":""{\""a_state\"":\""NEITHER\"",\""compression_range20\"":\""0.20512820512820512\"",\""compression_ratio\"":\""0.4444444444444445\"",\""compression_volatility_contraction\"":\""0.7043729346688956\"",\""momentum_macd_hist\"":\""-0.7678082256442006\"",\""momentum_raw5\"":\""-0.056451612903225805\"",\""momentum_rsi\"":\""27.711124277409077\"",\""trend_alignment_bearish\"":\""True\"",\""trend_alignment_bullish\"":\""False\"",\""trend_close_vs_ma20\"":\""-0.067481402763018\"",\""trend_ma20_slope_5\"":\""-0.03102072338782343\"",\""volume_contraction\"":\""True\"",\""volume_ratio20\"":\""0.4564072557050907\""}""}}","Success-side observed robust rows by day: {""D-1"":[""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_3"",""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_5"",""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_3"",""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_5""],""D-10"":[],""D-20"":[],""D-3"":[""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_3"",""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_5""],""D-5"":[],""D0"":[""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_3"",""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_5"",""TREND_STRUCTURE/ma_alignment_bearish/T10_GE_3"",""TREND_STRUCTURE/ma_alignment_bearish/T10_GE_5"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_3""]}; control-side feature values are NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS.","Success-side observed promising rows by day: {""D-1"":[""TREND_STRUCTURE/ma_alignment_bearish/T10_GE_3"",""TREND_STRUCTURE/ma_alignment_bearish/T10_GE_5""],""D-10"":[""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_10"",""VOLATILITY_COMPRESSION/realized_vol_20/T5_GE_10"",""VOLATILITY_COMPRESSION/realized_vol_20/T5_GE_5"",""VOLATILITY_COMPRESSION/true_range_pct/T5_GE_10"",""VOLATILITY_COMPRESSION/rolling_range_pct_5/T5_GE_10"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_5""],""D-20"":[""VOLATILITY_COMPRESSION/realized_vol_20/T5_GE_10"",""VOLATILITY_COMPRESSION/realized_vol_20/T5_GE_5"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_10""],""D-3"":[""VOLUME_PARTICIPATION/volume_contraction_state/T10_GE_3"",""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_3"",""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_10""],""D-5"":[""VOLUME_PARTICIPATION/volume_contraction_state/T5_GE_3"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_10""],""D0"":[""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_5"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T5_GE_10"",""TREND_STRUCTURE/ma_alignment_bearish/T5_GE_10"",""VOLATILITY_COMPRESSION/rolling_range_pct_20/T10_GE_10""]}; control-side feature values are NOT_AVAILABLE_FROM_EXISTING_ARTIFACTS.",Deterministic date/instrument-spread sample from existing matched rows; no rematching and no outcome-optimizing feature selection.
